"","zip","Entertainment ($000), 2017","% Black Population, 2017","% Asian Population, 2017","Social, recreation, health club membership ($000), 2017","Prescription drugs ($000), 2017","Healthcare ($000), 2017","suicides","city","state","latitude","longitude"
"227","92201",54544.9,2.5274,2.0933,3208.7,4986.7,83462.7,57,"Indio","CA",33.715271,-116.235
"228","90405",54476.4,3.5929,9.4178,4240.1,3873.4,69877.4,50,"Santa Monica","CA",34.009276,-118.47286
"229","94610",54470,17.7797,17.9744,3956.2,3737.9,71078.5,43,"Oakland","CA",37.812377,-122.24199
"230","92127",54451.7,2.6522,31.5435,4624.2,3086.3,65543.7,29,"San Diego","CA",33.022384,-117.10694
"231","92234",54256.6,2.8026,5.7537,3303.9,4991.1,82393.3,72,"Cathedral City","CA",33.807761,-116.46473
"232","95070",54215.5,0.4409,46.2862,4954.7,3243.1,65806.4,30,"Saratoga","CA",37.270543,-122.02305
"233","95616",54163,2.4876,27.3457,3807.5,3851.5,72306.3,38,"Davis","CA",38.549256,-121.73655
"234","96003",54113.8,1.1762,3.322,3405.9,5037.1,81483.1,102,"Redding","CA",40.641389,-122.34206
"235","91304",54026.4,5.074,14.9103,3680.3,4207.6,75830.9,53,"Canoga Park","CA",34.218654,-118.62538
"236","91801",53973.1,1.7095,56.269,3346.2,3945.7,80565.8,54,"Alhambra","CA",34.090409,-118.127
"237","95376",53948,6.7604,11.0005,3564.3,4141.8,75764.2,55,"Tracy","CA",37.728417,-121.42399
"238","95023",53910.1,1.082,2.873,3710.6,4313.5,75724.6,35,"Hollister","CA",36.862243,-121.38006
"239","92833",53744.7,2.1309,37.4436,3684.8,3856.6,75968.1,62,"Fullerton","CA",33.874314,-117.9637
"240","92679",53712.2,1.0924,8.1208,4945,3188.5,62186.2,36,"Trabuco Canyon","CA",33.639227,-117.58518
"241","93711",53689.4,5.3644,8.1423,3839,4363,74829.9,51,"Fresno","CA",36.831723,-119.83198
"242","90505",53607.1,2.135,34.0008,3953.8,3842.7,72778.2,47,"Torrance","CA",33.810848,-118.35096
"243","90011",53545.1,9.7259,1.4659,2646.6,4932.6,84883.4,44,"Los Angeles","CA",34.007063,-118.25868
"244","93906",53444,2.2465,10.4792,3305.9,4352,78230.1,60,"Salinas","CA",36.709717,-121.63997
"245","91942",53336.3,7.2954,7.122,3428,4462.2,76410.3,48,"La Mesa","CA",32.785,-117.0186
"246","94131",53332.4,4.4457,21.0293,4356,3511.8,66866,37,"San Francisco","CA",37.741797,-122.4378
"247","94107",53307.5,6.7434,27.1648,4517.8,3052.1,63250.6,36,"San Francisco","CA",37.766529,-122.39577
"248","93307",53288.6,8.9972,2.761,2682.2,4951.7,84671.2,67,"Bakersfield","CA",35.324767,-118.96329
"249","93311",53288.3,6.1872,13.6972,3933.9,3711.2,70421.5,40,"Bakersfield","CA",35.200467,-119.17399
"250","92672",53080.1,0.6681,3.6516,4098.3,4030,70384.5,63,"San Clemente","CA",33.427078,-117.61401
"251","95050",52879.7,3.3878,29.9036,3811.3,3610,70822.1,38,"Santa Clara","CA",37.347791,-121.95131
"252","91706",52858,1.2041,15.7045,3146.4,4461.6,80598.3,40,"Baldwin Park","CA",34.087108,-117.96966
"253","92805",52747.8,1.8888,8.6452,3164.7,4288.9,77982.7,63,"Anaheim","CA",33.835665,-117.90807
"254","92111",52718.2,6.1379,20.9742,3345,4283.3,76855.6,78,"San Diego","CA",32.804972,-117.16871
"255","94534",52583.9,10.6064,21.4213,3991.4,3559.4,68206.5,46,"Fairfield","CA",38.245844,-122.101917
"256","94806",52562.7,19.1844,19.8968,3042.7,4202.4,77861.2,79,"San Pablo","CA",37.972623,-122.33873
"257","91343",52442.6,4.3617,15.5932,3396.3,4137.1,75323.9,49,"North Hills","CA",34.239503,-118.48224
"258","92544",52342.5,4.1485,2.5395,3252,4835.3,79048,79,"Hemet","CA",33.708843,-116.90948
"259","91701",52323.5,6.1036,8.9014,3840.5,3932.2,70309.3,36,"Alta Loma","CA",34.131659,-117.5924
"260","90660",52239.3,0.9614,3.1061,3195.4,4717.8,79180.5,46,"Pico Rivera","CA",33.989013,-118.08912
"261","94588",52033.9,1.9411,33.6058,4411.6,3068.9,63310.9,29,"Pleasanton","CA",37.68973,-121.89244
"262","92223",51921,5.6775,7.7809,3390.4,4305,74939.8,54,"Beaumont","CA",33.945265,-116.9759
"263","91786",51895.1,9.0038,8.2115,3231.7,4265.6,75206.1,65,"Upland","CA",34.101659,-117.65776
"264","90045",51831.6,13.7946,13.0168,3898.6,3641.2,67334.1,26,"Los Angeles","CA",33.960041,-118.3949
"265","91604",51826.2,4.26,7.6773,4165,3545.1,65111.8,53,"Studio City","CA",34.143856,-118.39429
"266","94954",51799.7,2.1459,6.5639,3762.8,4045,70737.3,52,"Petaluma","CA",38.243299,-122.6069
"267","90292",51752.9,4.726,10.821,4277.9,3385.5,63095.3,45,"Marina Del Rey","CA",33.976373,-118.45458
"268","94549",51736.1,0.9557,11.1743,4671.7,3412.2,62545.8,38,"Lafayette","CA",37.895695,-122.11785
"269","90403",51607.8,1.8238,9.3921,4073.5,3664.7,65838.5,35,"Santa Monica","CA",34.032159,-118.49022
"270","91423",51403.5,5.24,7.244,3902.6,3706.3,67059.5,44,"Sherman Oaks","CA",34.153628,-118.43222
"271","90802",51376.9,16.6771,9.5353,3036.4,4157.1,73905.9,72,"Long Beach","CA",33.769018,-118.19225
"272","94928",51331.6,2.5501,6.2451,3377.9,4164.9,72595,59,"Rohnert Park","CA",38.347174,-122.69537
"273","91355",51142.7,2.7138,12.1147,3947.3,3589,65977.6,30,"Valencia","CA",34.406519,-118.56214
"274","95032",51135.6,1.0013,15.069,4564.7,3329.5,62031,38,"Los Gatos","CA",37.241193,-121.9534
"275","94952",50908.4,1.3771,2.6786,3802,4015.3,68874.3,49,"Petaluma","CA",38.243734,-122.69345
"276","94560",50895.2,4.493,31.8321,3607.4,3497.9,69286.8,33,"Newark","CA",37.535586,-122.03362
"277","91311",50835.2,4.1636,17.741,3752.9,3835.8,68987.7,57,"Chatsworth","CA",34.259052,-118.59426
"278","95765",50644.9,1.8372,11.9796,3766.5,3519.9,66309.9,37,"Rocklin","CA",38.817993,-121.2631
"279","91762",50604.4,5.135,6.16,3073.6,4228.6,74529,50,"Ontario","CA",34.057561,-117.66563
"280","94062",50256.7,1.0965,8.9478,4435.8,3390.3,61793.5,39,"Redwood City","CA",37.444879,-122.26253
"281","94061",50144.3,2.0389,9.1537,3787.4,3706.6,66821.3,50,"Redwood City","CA",37.463911,-122.23396
"282","90255",50131.4,0.8438,0.9447,2707.7,4631.7,78460.1,24,"Huntington Park","CA",33.978404,-118.21773
"283","95621",50130.6,3.5562,4.7196,3106.7,4416.6,74458.2,84,"Citrus Heights","CA",38.695252,-121.3081
"284","94598",50004.9,1.2414,18.1741,4290,3397.7,62373.1,30,"Walnut Creek","CA",37.91878,-122.02618
"285","91766",49968.3,5.4212,12.0164,3003.4,4087,74354.3,40,"Pomona","CA",34.045584,-117.75305
"286","93033",49960.2,2.4168,7.9366,2982.9,4251.5,75098.3,67,"Oxnard","CA",34.166933,-119.16113
"287","92867",49951.9,1.2684,11.9077,3874.8,3589.9,65690,46,"Orange","CA",33.811566,-117.82919
"288","92869",49887.2,1.1511,14.1669,4010.2,3500.9,64542.7,38,"Orange","CA",33.792687,-117.79975
"289","92553",49675.7,16.4965,6.1168,2659,4229.6,75685.2,58,"Moreno Valley","CA",33.923243,-117.24211
"290","92105",49674.5,14.7819,20.1213,2489,4287,78150.2,64,"San Diego","CA",32.741256,-117.0951
"291","95476",49631.8,0.6995,2.5469,3593.3,4273.9,70031.6,49,"Sonoma","CA",38.277147,-122.47058
"292","93117",49591.2,2.5354,12.9979,3406.3,3687.1,66757.1,44,"Goleta","CA",34.443746,-119.94215
"293","92651",49549,0.8515,9.1439,4212.5,3505.2,62210.3,55,"Laguna Beach","CA",33.535325,-117.77192
"294","92821",49417.6,1.455,19.8975,3654.9,3625.9,66813.9,39,"Brea","CA",33.923463,-117.89559
"295","95688",49328.7,4.3281,6.0649,3774.5,3609.6,64753.7,65,"Vacaville","CA",38.380528,-121.99192
"296","92260",49317.2,1.6446,3.5643,3346.8,4696.2,73127.2,82,"Palm Desert","CA",33.715672,-116.38496
"297","95062",49255.2,1.6846,4.5537,3377.9,4003.8,68709.9,76,"Santa Cruz","CA",36.9707,-121.99086
"298","95667",49177,0.5825,1.4849,3339.7,4410.1,71570.6,68,"Placerville","CA",38.724682,-120.79533
"299","92673",49150.5,0.7372,5.5552,4262.2,3233.9,60119.3,32,"San Clemente","CA",33.462927,-117.62414
"300","91405",49093.9,5.4289,9.1039,2811,4253.1,74193.8,36,"Van Nuys","CA",34.199704,-118.44724
"301","94903",49083.3,1.9224,8.8782,3930.3,3762.7,64568.8,59,"San Rafael","CA",38.019022,-122.54589
"302","92084",49065.5,2.9757,4.1153,3166.7,4153.3,71444.5,76,"Vista","CA",33.213309,-117.21474
"303","91350",49024.8,2.6564,9.5607,3849.4,3338.8,62511.2,42,"Santa Clarita","CA",34.481172,-118.42821
"304","90291",48990.8,5.5469,5.4364,3727.8,3419.8,62761.5,37,"Venice","CA",33.992411,-118.46531
"305","90022",48943.2,0.6186,1.613,2614.5,4718.7,77998.3,33,"Los Angeles","CA",34.023662,-118.15581
"306","92629",48911.9,0.9988,4.0487,3952.4,3632.8,63227.6,46,"Dana Point","CA",33.475302,-117.70327
"307","91913",48810.8,6.1046,29.6007,3437.7,3132.8,64700.6,31,"Chula Vista","CA",32.642486,-116.98973
"308","94303",48782.4,9.9103,22.4958,3756.3,3265.5,63535,30,"Palo Alto","CA",37.449888,-122.12749
"309","91761",48771,7.5217,7.9363,3074.5,3841.6,70025.2,41,"Ontario","CA",34.036085,-117.6086
"310","93291",48718.1,2.1741,7.6123,3189.5,3869.3,69178.2,63,"Visalia","CA",36.351009,-119.33655
"311","90044",48708.7,37.3884,0.5852,2211.4,4507.9,76577.8,30,"Los Angeles","CA",33.953814,-118.29158
"312","92211",48630.3,1.9279,3.7737,3515.1,4581.8,70936.4,38,"Palm Desert","CA",33.759409,-116.32317
"313","91702",48432.5,2.8949,8.9594,3034.1,3971.7,70891.8,41,"Azusa","CA",34.128907,-117.90309
"314","92407",48381.8,13.2028,4.9617,2885.5,3965.7,70631.7,46,"San Bernardino","CA",34.198189,-117.35826
"315","91406",48380.6,5.2303,8.9063,3030,3953.5,70117.2,77,"Van Nuys","CA",34.201491,-118.49376
"316","95111",48336.2,3.6811,37.6626,3047.4,3535,70903.9,49,"San Jose","CA",37.284042,-121.82664
"317","92392",48311.2,14.7083,5.4656,2900,3920.4,70451.5,83,"Victorville","CA",34.489466,-117.35321
"318","93021",48166.7,1.5061,6.7,3854.2,3283.6,61072.7,29,"Moorpark","CA",34.292898,-118.87134
"319","95336",48086.5,3.51,6.1635,3029.3,4132.1,71008.9,49,"Manteca","CA",37.812815,-121.21416
"320","92507",48033.1,10.6646,15.8946,2742.3,3901.7,70657.9,44,"Riverside","CA",33.978965,-117.33646
"321","91387",47990.2,6.6274,11.2378,3482.8,3377.4,63668.5,40,"Santa Clarita","CA",34.421537,-118.419181
"322","95843",47919.3,9.1638,16.1329,3126.8,3530.1,67163,48,"Antelope","CA",38.716874,-121.3698
"323","92065",47854.6,1.1236,2.2473,3561.3,3664.5,64395.8,48,"Ramona","CA",33.035844,-116.8513
"324","90068",47832.5,4.5369,7.5643,3749.5,3318,60668,41,"Los Angeles","CA",34.122058,-118.3379
"325","92114",47779.6,23.8147,25.9225,2683.1,3835,71882.3,60,"San Diego","CA",32.706954,-117.0542
"326","92545",47731.4,6.6397,5.0838,2758.6,4888.7,76229.8,71,"Hemet","CA",33.736743,-117.0217
"327","92584",47671.4,6.0762,8.5397,3255.7,3633,66237.8,41,"Menifee","CA",33.66035,-117.18987
"328","92373",47648.7,3.7097,10.1102,3575,3599,63689.8,46,"Redlands","CA",34.034714,-117.17305
"329","93940",47615.2,2.2756,8.8278,3341.4,3774.6,65777.6,44,"Monterey","CA",36.586193,-121.88667
"330","92530",47598.1,4.2014,3.3873,2908.5,3967,69767.4,70,"Lake Elsinore","CA",33.675893,-117.34946
"331","90274",47569.2,1.3617,21.7318,4373.2,3167,58103.4,32,"Palos Verdes Peninsula","CA",33.784099,-118.38752
"332","90745",47568.3,7.3168,40.7723,3007.3,3629.9,70427,37,"Carson","CA",33.823765,-118.2668
"333","94043",47561.9,3.1354,30.8564,3754.2,3013.1,60360.4,26,"Mountain View","CA",37.40679,-122.07461
"334","90069",47533.4,2.9702,6.7468,3739,3323.6,59981.4,44,"West Hollywood","CA",34.090975,-118.3813
"335","91789",47516.5,2.5732,63.4099,3501,2979.4,65145.7,32,"Walnut","CA",34.018361,-117.85438
"336","92557",47323.9,18.4882,6.4318,2952.1,3752,67653.4,34,"Moreno Valley","CA",33.957957,-117.24833
"337","90065",47306,1.8939,16.915,3135.9,3782.6,67861.9,33,"Los Angeles","CA",34.107559,-118.22663
"338","94002",47302.6,1.5657,24.7113,3976.9,3061.3,59058.5,32,"Belmont","CA",37.516687,-122.29026
"339","95835",47263,13.3721,29.6073,3258.9,3031.1,62498.1,20,"Sacramento","CA",38.664824,-121.52061
"340","90620",47125.9,3.5824,28.6866,3167.3,3581.7,67286.6,38,"Buena Park","CA",33.841014,-118.00969
"341","95148",47046,3.2538,59.331,3608.2,2705.4,61318.4,26,"San Jose","CA",37.330496,-121.79141
"342","92116",46996.7,9.2693,6.1886,2949.3,3763.4,66608.4,77,"San Diego","CA",32.76235,-117.12246
"343","92054",46966.3,4.1152,5.3132,2990.7,3935.2,67906.8,99,"Oceanside","CA",33.202463,-117.36077
"344","91402",46895.2,3.0116,14.9537,2577.5,4012.3,72254.7,34,"Panorama City","CA",34.223753,-118.44322
"345","91016",46889.7,6.3002,13.5392,3287.6,3594.6,64635,42,"Monrovia","CA",34.140806,-118.00184
"346","91107",46864.7,5.4276,21.2245,3570,3352.7,62205.5,31,"Pasadena","CA",34.151066,-118.08974
"347","95695",46788.6,1.514,4.1359,3052.1,4047.8,68198,54,"Woodland","CA",38.697238,-121.80944
"348","92591",46768.8,4.9051,10.7869,3227.2,3459,63956.9,33,"Temecula","CA",33.52775,-117.12056
"349","94306",46704.3,2.2857,34.014,4021,2894.9,57485.9,39,"Palo Alto","CA",37.419389,-122.13273
"350","92025",46632.4,2.5331,5.0448,3006.9,3886.6,67504.9,68,"Escondido","CA",33.106862,-117.07077
"351","95661",46604.3,2.0421,8.4357,3435.1,3607.7,63099.7,33,"Roseville","CA",38.731976,-121.2531
"352","92879",46481.8,7.6749,11.103,2974.9,3615.6,66146.4,28,"Corona","CA",33.8808,-117.54068
"353","91941",46471.6,8.2553,6.5753,3297.4,3682.5,64025.1,71,"La Mesa","CA",32.761801,-117.01273
"354","91326",46467.7,3.3694,31.4744,3757.8,3140.9,60321.5,25,"Northridge","CA",34.276154,-118.54581
"355","91750",46367.7,3.5014,9.0448,3409.1,3718.2,63930.9,34,"La Verne","CA",34.117047,-117.77097
"356","91505",46313.9,2.8814,11.7647,3324.5,3444.6,62284.2,45,"Burbank","CA",34.166906,-118.34366
"357","94133",45978.7,1.923,54.2458,3186.3,3317.4,64548.9,38,"San Francisco","CA",37.801878,-122.41018
"358","95828",45842.5,14.9972,35.7039,2519.5,3781.7,71033,83,"Sacramento","CA",38.484747,-121.4024
"359","95826",45792.5,10.7704,11.6375,2747.4,3816.3,67111.4,65,"Sacramento","CA",38.550098,-121.37492
"360","95240",45704.8,1.0193,8.1004,2710,4144.2,69676.2,57,"Lodi","CA",38.12463,-121.25039
"361","90740",45686.7,1.1601,11.2102,3308.5,4290.6,67077,47,"Seal Beach","CA",33.759283,-118.08239
"362","92324",45633.2,9.5644,5.8976,2530.4,4002,69668.6,58,"Colton","CA",34.061931,-117.31995
"363","92840",45466.1,1.6112,34.8762,2941.6,3428.5,66016.6,36,"Garden Grove","CA",33.785166,-117.93406
"364","95126",45431.5,5.6421,15.7787,3350,3131.9,59647.9,31,"San Jose","CA",37.326341,-121.9178
"365","92675",45364.1,0.6148,3.5121,3503.2,3579.3,61148.9,38,"San Juan Capistrano","CA",33.500843,-117.65866
"366","94510",45302.1,5.7443,13.4978,3489.6,3257.1,59070.2,34,"Benicia","CA",38.071769,-122.15517
"367","95132",45290.3,2.4986,65.2657,3358.4,2714.1,61061.3,36,"San Jose","CA",37.405989,-121.84775
"368","91770",45199.4,0.5646,61.2594,2685.7,3432.8,70390.9,52,"Rosemead","CA",34.066143,-118.08475
"369","95128",45179.4,4.5284,16.174,3282,3220.5,60363,43,"San Jose","CA",37.316983,-121.93555
"370","92308",45075.8,8.3854,3.9257,2793,4152.4,67871.6,61,"Apple Valley","CA",34.447959,-117.19222
"371","95662",45034.7,1.4975,3.9173,3086.5,3701.1,63639.4,64,"Orangevale","CA",38.682803,-121.2231
"372","92069",44897.4,2.5567,9.5698,2852.4,3669.3,65370.6,51,"San Marcos","CA",33.144908,-117.17128
"373","91401",44802.5,4.7651,5.9738,2943.2,3669.9,63810.7,29,"Van Nuys","CA",34.176505,-118.43308
"374","91711",44790.7,5.1656,14.1787,3449,3431.1,60171.3,51,"Claremont","CA",34.110009,-117.71973
"375","94014",44644.6,2.9453,53.1843,2986.9,3107.8,63801.3,25,"Daly City","CA",37.699182,-122.45035
"376","91302",44616.8,1.6762,8.4375,4045,2883,53470.8,32,"Calabasas","CA",34.133513,-118.66464
"377","93030",44515.2,3.4453,8.2585,2842.6,3574.4,64064.5,46,"Oxnard","CA",34.21707,-119.1769
"378","90272",44503.6,0.737,6.1096,4166.8,2979.2,53193.9,32,"Pacific Palisades","CA",34.050505,-118.53374
"379","92505",44500.5,6.1418,8.5175,2726.2,3633.9,64953.8,36,"Riverside","CA",33.921765,-117.48812
"380","92120",44484.8,4.1088,7.8098,3294.7,3467.3,60179.3,63,"San Diego","CA",32.794449,-117.07221
"381","90501",44427.3,5.3304,26.3867,2925.3,3340,63398,54,"Torrance","CA",33.828766,-118.31367
"382","91601",44388.6,7.7083,7.7217,2747.8,3479.8,62742.1,44,"North Hollywood","CA",34.168206,-118.37246
"383","92107",44310.3,1.4601,3.1678,3126.8,3326.3,59474.6,53,"San Diego","CA",32.7409,-117.24434
"384","92243",44296.6,2.2047,2.3042,2655.1,3989.9,66760,38,"El Centro","CA",32.783359,-115.57746
"385","90035",44290,9.4714,7.1502,3282.2,3250.7,58227.5,27,"Los Angeles","CA",34.05266,-118.38531
"386","93555",44273.2,3.4991,4.8686,2942.5,3679,63067.9,68,"Ridgecrest","CA",35.599177,-117.68065
"387","90048",44222,3.3044,8.3283,3467.9,3085.9,56232.7,30,"Los Angeles","CA",34.073759,-118.37376
"388","95207",44169.8,12.1287,17.2049,2446.4,3944.7,68118.9,57,"Stockton","CA",38.004172,-121.3237
"389","94555",44054.2,3.3581,66.4726,3396.8,2357.7,56620,20,"Fremont","CA",37.571581,-122.0509
"390","90064",43878.7,2.6392,18.5189,3531.7,3047.2,56539.7,27,"Los Angeles","CA",34.03457,-118.42843
"391","91732",43810.5,0.7899,26.3918,2539.4,3632.1,67575.2,47,"El Monte","CA",34.070659,-118.01383
"392","91104",43791.1,11.166,8.1868,3094.1,3385.1,59908.9,21,"Pasadena","CA",34.169356,-118.12392
"393","91001",43777.1,26.8579,5.5601,3153.7,3241.1,57877.2,38,"Altadena","CA",34.192102,-118.14206
"394","93619",43771.4,2.1115,13.6207,3480.6,2976.8,55992.1,29,"Clovis","CA",36.91,-119.58
"395","95472",43748.4,1.0873,2.0648,3153.2,3660.6,60782,45,"Sebastopol","CA",38.393314,-122.83666
"396","95118",43641.7,2.4687,15.285,3293.8,3132.9,57882,34,"San Jose","CA",37.257643,-121.89072
"397","92404",43486.9,16.1192,3.6014,2355.9,4003.7,67236.3,73,"San Bernardino","CA",34.14856,-117.26298
"398","92374",43371.4,6.3942,9.1611,2936.9,3460.2,61060.3,34,"Redlands","CA",34.063264,-117.16888
"399","93420",43369.4,0.7465,4.0586,3129.5,3651.6,60899.8,56,"Arroyo Grande","CA",35.119678,-120.55116
"400","91773",43278.5,3.3961,11.8895,3238.2,3329.5,58682,24,"San Dimas","CA",34.103341,-117.81814
"401","91306",43209.2,4.5527,18.9478,2762.8,3430.9,62495.9,40,"Winnetka","CA",34.209407,-118.57735
"402","91739",43070.5,10.385,18.414,3320.8,2672.8,54315.1,24,"Rancho Cucamonga","CA",34.127819,-117.5246
"403","96001",43069.6,1.4271,2.6963,2803.3,3889.9,63554.8,109,"Redding","CA",40.56816,-122.41519
"404","95926",43043.9,2.4119,4.9311,2569.5,3708.7,62764.3,70,"Chico","CA",39.745973,-121.84259
"405","95209",43025.1,10.9626,26.893,2873.6,3200.1,60399.9,41,"Stockton","CA",38.035499,-121.34378
"406","94402",42998.3,1.269,23.4947,3635.6,2863.4,54126.6,27,"San Mateo","CA",37.551586,-122.32773
"407","95382",42988.9,1.7055,8.583,2902.3,3435.2,60531,32,"Turlock","CA",37.523901,-120.8516
"408","91605",42988.5,3.4419,10.0139,2494.6,3703.2,65133,46,"North Hollywood","CA",34.208142,-118.4011
"409","91748",42935,1.5917,60.4629,2831.7,2965.7,63256.4,47,"Rowland Heights","CA",33.985012,-117.89705
"410","91950",42854.7,5.3756,19.9868,2372.6,3752.6,66822.2,46,"National City","CA",32.670903,-117.09272
"411","95409",42738.8,2.1583,4.9216,3017.8,3793,61183,62,"Santa Rosa","CA",38.460594,-122.6422
"412","92307",42685.6,9.1986,3.4629,2759,3707.8,62223.3,79,"Apple Valley","CA",34.538622,-117.17729
"413","91325",42658.9,7.0221,18.1318,2942.5,3274.8,59364.3,33,"Northridge","CA",34.235055,-118.51766
"414","94024",42593.2,0.5933,29.0414,4017.6,2591.3,50567.3,27,"Los Altos","CA",37.353741,-122.08717
"415","95682",42571.2,0.8594,3.1097,3176.8,3342.9,57618.9,53,"Shingle Springs","CA",38.641158,-120.97109
"416","95691",42528.2,5.5208,14.5861,2802.4,3292.1,59906.2,43,"West Sacramento","CA",38.569193,-121.54496
"417","93422",42509.5,1.7733,3.2991,2919,3450.7,59465.7,53,"Atascadero","CA",35.474913,-120.676
"418","95822",42485.3,17.4475,23.329,2462.2,3721.4,65275.1,74,"Sacramento","CA",38.51394,-121.49201
"419","94561",42481.6,7.4666,7.4975,3004.2,3110.9,57382.7,40,"Oakley","CA",37.992124,-121.71328
"420","94531",42475.6,22.373,19.9281,2982.6,2788.6,55911.9,29,"Antioch","CA",37.920852,-121.723919
"421","91606",42432.2,3.6803,5.9222,2473.5,3750.1,64083.4,44,"North Hollywood","CA",34.185698,-118.38836
"422","91764",42354,7.4631,5.4168,2402.7,3574.5,63697.3,40,"Ontario","CA",34.077327,-117.6222
"423","92508",42294.4,9.1612,12.294,3149.8,2831.4,54756.9,19,"Riverside","CA",33.890313,-117.32122
"424","95821",42287.4,9.2775,6.1424,2525.9,3859.1,63756.1,73,"Sacramento","CA",38.623304,-121.38181
"425","91214",42185.5,0.6517,29.2575,3244.9,2968.8,56093.5,41,"La Crescenta","CA",34.232003,-118.24753
"426","90230",42114.9,10.5265,15.904,2986.4,3185.1,57637.9,27,"Culver City","CA",33.997179,-118.40145
"427","95603",42101.8,0.8662,2.5412,2910.8,3674.5,60191.6,50,"Auburn","CA",38.909605,-121.07971
"428","94401",42084.4,3.2314,22.4497,2951.9,3100.2,57905.6,48,"San Mateo","CA",37.570385,-122.32044
"429","95206",42049,14.1257,20.2917,2240.1,3517.9,65091.9,40,"Stockton","CA",37.922024,-121.3025
"430","91364",42027,3.9477,7.0989,3416.8,3041.3,53904,38,"Woodland Hills","CA",34.158214,-118.60061
"431","92663",41967.1,1.0265,5.238,3486,2890.5,52068.6,41,"Newport Beach","CA",33.619221,-117.93087
"432","95928",41865.6,1.721,4.9677,2596.8,3546.7,60505.6,60,"Chico","CA",39.720955,-121.81888
"433","93401",41707.6,1.09,5.1441,2901.6,3329.9,57228.2,51,"San Luis Obispo","CA",35.262548,-120.65196
"434","91206",41561.7,1.5645,20.1561,2892.3,3311.5,58836.4,28,"Glendale","CA",34.156674,-118.22937
"435","90210",41552.1,1.7335,6.6466,3866.1,2855.6,50187,27,"Beverly Hills","CA",34.088808,-118.40612
"436","93292",41491.5,2.1791,4.5263,2616.9,3494,60570.7,33,"Visalia","CA",36.358928,-119.24027
"437","91790",41455.4,3.78,19.6238,2653.7,3325.4,60496.2,33,"West Covina","CA",34.068059,-117.93835
"438","90241",41422.3,3.3476,7.3926,2644.6,3445.7,60360.6,38,"Downey","CA",33.942289,-118.12901
"439","95973",41390.6,1.4867,3.8387,2654.1,3562.4,60397.9,56,"Chico","CA",39.793465,-121.87946
"440","92707",41384.7,1.3984,8.0699,2596.7,3252.7,59873.4,34,"Santa Ana","CA",33.719118,-117.87143
"441","90006",41380.5,3.6439,19.7573,2009.3,3763.2,67360.2,44,"Los Angeles","CA",34.048351,-118.2943
"442","91607",41350.6,5.4985,6.37,2873.7,3206.5,56749.8,42,"Valley Village","CA",34.165706,-118.39986
"443","95833",41336.4,15.0915,12.5599,2482.2,3216.1,59416.1,53,"Sacramento","CA",38.616891,-121.49623
"444","92008",41299.7,1.5696,5.2446,2959.3,3257.7,56644.4,58,"Carlsbad","CA",33.158137,-117.32646
"445","93105",41281.5,1.2156,4.219,3273,3174.6,54199.1,41,"Santa Barbara","CA",34.44005,-119.75496
"446","90807",41264.2,16.5491,19.4887,2844.9,3050.7,56246.9,39,"Long Beach","CA",33.828366,-118.18235
"447","95757",41249.9,13.5318,38.566,2884.8,2492.8,54462.9,27,"Elk Grove","CA",38.35,-121.42
"448","93001",41179.6,1.4104,2.108,2797.4,3421.2,58023.8,74,"Ventura","CA",34.311203,-119.30164
"449","92703",41084.9,1.5688,17.3372,2431.1,3350.7,62268.6,34,"Santa Ana","CA",33.747067,-117.90433
"450","91316",40938.6,3.6506,6.776,2897.2,3365.7,57347.4,34,"Encino","CA",34.168753,-118.51636
"451","92831",40886.1,3.0838,18.4116,2789,3046.8,56488.7,40,"Fullerton","CA",33.878981,-117.89325
"452","94506",40826,1.708,29.217,3797.8,2296.6,47266.5,13,"Danville","CA",37.804064,-121.91202
"453","94102",40606.3,12.4283,27.7197,2274.8,3459.1,61045.4,92,"San Francisco","CA",37.779329,-122.41915
"454","92058",40572.8,7.6793,6.5232,2406.7,3131.9,58485.5,30,"Oceanside","CA",33.016928,-116.846046
"455","91301",40551.6,1.3865,8.2595,3492.9,2723.8,50102,24,"Agoura Hills","CA",34.139536,-118.7607
"456","92604",40495.5,1.6001,34.2566,3045.3,2851.2,54193.8,31,"Irvine","CA",33.68762,-117.78852
"457","94518",40489.3,3.4934,14.8871,2952.9,3047,54858.4,28,"Concord","CA",37.954122,-122.02506
"458","90504",40479.2,3.9529,40.1482,2727.2,2952.4,57700.1,34,"Torrance","CA",33.870414,-118.33065
"459","94602",40473,16.8801,25.8206,2939.2,2839.6,53890.2,37,"Oakland","CA",37.799727,-122.21211
"460","95401",40463.8,2.942,5.1042,2542.8,3500.3,59417.8,49,"Santa Rosa","CA",38.440111,-122.74563
"461","92883",40453.6,6.8497,11.6794,3066.4,2783.7,52690.6,23,"Corona","CA",33.771548,-117.47884
"462","95864",40427.9,3.9063,6.8391,3151.8,3123.7,53797.3,33,"Sacramento","CA",38.587805,-121.37809
"463","95361",40410.8,0.67,2.4425,2738.2,3403.2,57749.4,47,"Oakdale","CA",37.776528,-120.84756
"464","91784",40346.7,4.0208,13.4172,3296.5,2861.5,51964.1,24,"Upland","CA",34.138575,-117.66356
"465","90604",40314.6,1.8183,5.7474,2647.6,3313.8,57978.8,25,"Whittier","CA",33.929163,-118.009
"466","91767",40166.2,9.2857,7.575,2346.2,3459.8,60295.4,37,"Pomona","CA",34.080143,-117.73861
