"","zip","Entertainment ($000), 2017","% Black Population, 2017","% Asian Population, 2017","Social, recreation, health club membership ($000), 2017","Prescription drugs ($000), 2017","Healthcare ($000), 2017","suicides","city","state","latitude","longitude"
"467","93313",40135.4,7.7452,12.2766,2502.2,3103.1,57962.1,35,"Bakersfield","CA",35.19766,-119.05698
"468","95993",39944.2,2.2328,26.8537,2684.2,3173.1,57383.4,46,"Yuba City","CA",39.109272,-121.68033
"469","94530",39906.7,8.3644,30.2928,2910.2,2893.4,54234.7,38,"El Cerrito","CA",37.917774,-122.30426
"470","93036",39820.8,2.9507,6.6802,2645,3169.4,56537.4,31,"Oxnard","CA",34.22942,-119.178814
"471","94103",39806.6,9.897,27.4691,2675.4,2929,54419.1,80,"San Francisco","CA",37.772329,-122.41087
"472","91356",39718,4.3613,7.2712,3056.2,3054.8,53246.7,37,"Tarzana","CA",34.164255,-118.54472
"473","94578",39689.6,18.6207,25.2619,2303,3104.4,58476.7,44,"San Leandro","CA",37.703427,-122.128
"474","90242",39641.5,5.3099,7.4139,2403.5,3280.1,58260.9,29,"Downey","CA",33.92018,-118.14291
"475","93004",39600.6,1.5744,4.1641,2910.5,3110,53684.5,54,"Ventura","CA",34.278812,-119.16784
"476","95380",39518.2,1.4433,4.3481,2310.6,3604.2,60263.7,60,"Turlock","CA",37.48858,-120.85196
"477","90020",39486.4,5.5237,50.83,2080.1,2958.3,61703.2,61,"Los Angeles","CA",34.06646,-118.30863
"478","91354",39423.7,3.3596,17.2967,3083.9,2551.7,49898.9,16,"Valencia","CA",34.445313,-118.55252
"479","91321",39332.2,3.1062,7.7495,2681.4,3199.4,55807.1,51,"Newhall","CA",34.377782,-118.51489
"480","91007",39263.7,1.3519,61.252,2812.4,2672.6,54933.3,40,"Arcadia","CA",34.126957,-118.05216
"481","93561",39237.2,1.4746,1.882,2557.8,3468.7,57563.8,73,"Tehachapi","CA",35.132673,-118.50781
"482","92806",39084.7,2.6841,14.0501,2541.4,3079.5,55969.2,46,"Anaheim","CA",33.835465,-117.87362
"483","90713",39072.8,4.6335,12.1926,2816,2947.9,53109.1,26,"Lakewood","CA",33.847265,-118.11337
"484","95991",38986.5,2.9591,10.6113,2262.6,3492.9,59519.3,59,"Yuba City","CA",39.114138,-121.6196
"485","91205",38935.4,1.6053,16.6417,2207.4,3549,60581.1,30,"Glendale","CA",34.138514,-118.243
"486","92124",38933.9,7.1116,12.4218,2798.6,2699.1,51447.9,45,"San Diego","CA",32.822815,-117.09844
"487","90723",38826,11.7322,4.8517,2107.7,3356.3,59254.4,32,"Paramount","CA",33.899915,-118.16231
"488","95356",38809.6,4.0763,12.4615,2662.1,3101.2,54741.8,47,"Modesto","CA",37.704138,-121.02187
"489","95618",38652.6,2.6672,24.5871,2994.3,2540.3,49230.8,21,"El Macero","CA",38.546306,-121.68682
"490","92653",38629.2,1.4244,14.4638,3050.7,2807.6,50830.4,49,"Laguna Hills","CA",33.602823,-117.71295
"491","91006",38616.9,1.0536,55.8201,2933.2,2546.5,52578.4,27,"Arcadia","CA",34.134057,-118.02662
"492","92694",38607.8,1.5487,14.1037,3427.9,2117.9,44477.3,29,"Ladera Ranch","CA",33.570763,-117.63463
"493","90804",38494.3,14.1975,17.0486,2195.5,3041.2,56249.5,48,"Long Beach","CA",33.783467,-118.15182
"494","93035",38491,3.2876,6.7585,2817.3,2968,52140.3,47,"Oxnard","CA",34.179304,-119.22189
"495","90039",38488.9,2.2921,20.1156,2728,2897.4,52869,19,"Los Angeles","CA",34.110425,-118.25832
"496","95003",38479.5,1.0252,4.3142,2971.7,2997.9,51296.4,49,"Aptos","CA",36.979333,-121.8944
"497","90262",38466.3,9.9217,1.1187,2080.9,3358.2,58946.4,34,"Lynwood","CA",33.924642,-118.20186
"498","94601",38426.5,17.6387,20.9001,2030.5,3198.5,58844.4,45,"Oakland","CA",37.776835,-122.21792
"499","95116",38396.5,2.6155,26.6028,2247.7,3058.1,58075.1,25,"San Jose","CA",37.34964,-121.8544
"500","92011",38389.1,1.2468,10.0338,3104.9,2763.5,49485.4,28,"Carlsbad","CA",33.1,-117.29
"501","90032",38386,2.2711,12.7118,2219.9,3417.1,59199.5,37,"Los Angeles","CA",34.08166,-118.17568
"502","92262",38353.8,6.3644,4.7679,2460,3558.6,56909.5,76,"Palm Springs","CA",33.842984,-116.54344
"503","95492",38341.5,1.164,3.482,2749.6,3022,52735,39,"Windsor","CA",38.54486,-122.80785
"504","92570",38337.1,8.0272,2.3068,2191.2,3459.6,58918.7,64,"Perris","CA",33.784051,-117.29812
"505","94605",38324,50.4588,8.7762,2198.7,2972.5,53929.2,42,"Oakland","CA",37.763028,-122.16305
"506","95746",38275.2,0.9637,8.38,3340.3,2598.9,47250.5,27,"Granite Bay","CA",38.743811,-121.19013
"507","95219",38246.1,9.4877,22.9349,2758.6,2702.6,51229.3,27,"Stockton","CA",38.004922,-121.40022
"508","93304",38214.3,12.0539,3.5945,2001.9,3545.7,59829.5,59,"Bakersfield","CA",35.344209,-119.02225
"509","91780",38179.7,0.7995,56.2713,2521.2,2803.9,56188.5,29,"Temple City","CA",34.101608,-118.05606
"510","94596",38143.3,2.3331,13.1825,2956,2707.7,49584.7,38,"Walnut Creek","CA",37.905924,-122.05858
"511","95117",38053,5.81,23.8368,2644.1,2666.4,51900.2,28,"San Jose","CA",37.311042,-121.96162
"512","92395",37950.2,12.9914,4.4063,2117.6,3521.3,58620.8,52,"Victorville","CA",34.48,-117.36
"513","94590",37905.2,24.0668,14.6838,2098.5,3256,56917,71,"Vallejo","CA",38.105219,-122.24571
"514","95677",37767.3,1.4443,6.3184,2739.2,2977.4,51627.3,38,"Rocklin","CA",38.789165,-121.23825
"515","90744",37698.9,3.4516,3.8755,2093.1,3400.8,58252.9,44,"Wilmington","CA",33.784018,-118.25897
"516","94520",37696.4,5.0031,10.516,2214.6,3137.5,55931,52,"Concord","CA",37.986321,-122.03988
"517","95825",37604.5,12.82,10.1258,2112.7,3335,56551.4,57,"Sacramento","CA",38.594205,-121.40726
"518","95969",37523.7,0.4728,1.5797,2246.7,3844.9,59103.2,75,"Paradise","CA",39.750422,-121.61026
"519","91403",37519,4.9907,8.0576,2942.3,2667.1,48278.6,31,"Sherman Oaks","CA",34.152513,-118.46396
"520","90601",37518.9,1.4166,6.5267,2599.4,2976.2,52397.6,38,"Whittier","CA",34.002333,-118.03562
"521","92782",37490.4,1.7429,35.9536,3052.7,2229.7,46696.8,26,"Tustin","CA",33.739571,-117.78618
"522","92881",37432.8,6.1501,11.9766,2963.5,2451.8,47328.4,23,"Corona","CA",33.839516,-117.53581
"523","90247",37407.7,17.7693,27.9687,2035.8,3075.3,58244.9,42,"Gardena","CA",33.891265,-118.2975
"524","92835",37393,1.9212,23.5209,2949.8,2636.5,48668.3,28,"Fullerton","CA",33.903164,-117.91224
"525","90254",37375.6,1.4347,6.61,3164.8,2390.5,45260.9,26,"Hermosa Beach","CA",33.866314,-118.39968
"526","94597",37349.4,2.5079,17.2838,2838.3,2571.5,48352.8,23,"Walnut Creek","CA",37.777208,-121.955399
"527","91791",37283.8,4.0456,24.2009,2615.8,2827.6,52103.5,32,"West Covina","CA",34.063645,-117.89743
"528","93612",37239.6,3.6932,9.6444,2063.9,3442.2,57705.6,62,"Clovis","CA",36.813456,-119.70826
"529","95407",37219.3,3.8048,6.9465,2259.8,3039.8,54302.1,53,"Santa Rosa","CA",38.404991,-122.7275
"530","92595",37209.7,3.8175,6.2245,2584.7,2949.3,51988.3,32,"Wildomar","CA",33.614385,-117.2608
"531","92203",37154.3,2.5666,4.1576,2634.3,2938.5,51225.2,26,"Indio","CA",33.75307,-116.24688
"532","95307",37136.8,2.3275,7.4584,2158.6,3270.2,56553.7,51,"Ceres","CA",37.584282,-120.95064
"533","92081",37032.5,3.8989,8.6897,2438.5,3025.8,52830.3,37,"Vista","CA",33.18,-117.24
"534","92571",37008.2,13.0041,4.9138,2038.5,3030,55653.5,20,"Perris","CA",33.822068,-117.21514
"535","91352",36984,1.6876,7.1967,2298.8,3179.6,55194.7,41,"Sun Valley","CA",34.224089,-118.37563
"536","96002",36955,1.4014,5.5817,2269.7,3421.5,56174.8,69,"Redding","CA",40.539302,-122.33279
"537","95242",36953.1,0.9778,8.3042,2649.2,2995.1,51539.1,37,"Lodi","CA",38.132618,-121.32282
"538","93101",36904.6,2.2807,3.7414,2398,2950,51559.6,56,"Santa Barbara","CA",34.420163,-119.7065
"539","95122",36775.6,2.5137,32.2435,2159.9,2798.8,55518.4,31,"San Jose","CA",37.329641,-121.83359
"540","90605",36742.3,1.2784,3.939,2481.3,2979.6,52218.6,42,"Whittier","CA",33.945413,-118.03362
"541","91351",36656.5,3.599,8.368,2552.4,2777.7,50494.1,43,"Canyon Country","CA",34.424794,-118.44513
"542","92311",36639.6,10.617,4.4201,2144,3281.3,55183.2,47,"Barstow","CA",34.894181,-117.03636
"543","94804",36553.2,31.5317,11.8265,2036.3,2991.9,53803.8,34,"Richmond","CA",37.926509,-122.3408
"544","93454",36487.4,2.0681,5.3296,2256,3216.1,54497.1,42,"Santa Maria","CA",34.900809,-120.34876
"545","92220",36233.3,7.2117,5.8793,2050.9,3764.9,58477.6,71,"Banning","CA",33.920803,-116.87897
"546","92119",36180.6,4.2506,6.836,2554.1,2948.6,50166.5,32,"San Diego","CA",32.80225,-117.02431
"547","90712",36143.5,11.0627,17.2072,2460,2764.2,50204,48,"Lakewood","CA",33.851965,-118.1468
"548","95340",36052.7,4.4986,9.6174,2271.7,3096.5,52737,62,"Merced","CA",37.294648,-120.47474
"549","92102",35908.4,11.1749,6.8884,1980.7,3070.4,53949.6,53,"San Diego","CA",32.714992,-117.12537
"550","90028",35905.1,7.4593,10.0674,1947.5,3126.6,53802.8,44,"Los Angeles","CA",34.098859,-118.32745
"551","93726",35760.4,8.2777,13.5937,1843,3333.7,56471.2,53,"Fresno","CA",36.795249,-119.76293
"552","95370",35739.1,0.4145,1.7798,2316.8,3357.3,53704.4,62,"Sonora","CA",37.995238,-120.3437
"553","90005",35727,4.8053,36.0621,1886,2897.4,55983.7,51,"Los Angeles","CA",34.058911,-118.30848
"554","93314",35717.2,2.6763,5.5116,2813,2430,45577.7,22,"Bakersfield","CA",35.38,-119.2
"555","94947",35681.3,2.4673,7.1929,2789.3,2695.2,47168.1,32,"Novato","CA",38.098221,-122.59809
"556","90018",35643.5,31.2416,4.7921,1751.3,3240.9,55553.9,27,"Los Angeles","CA",34.029112,-118.3183
"557","92270",35638.5,1.7705,4.5526,2751.2,3173.3,49826.3,33,"Rancho Mirage","CA",33.762944,-116.42249
"558","96150",35595.1,0.8921,5.5388,2234.3,3105.1,52252.5,56,"South Lake Tahoe","CA",38.908741,-120.00992
"559","92110",35535.8,4.4536,6.3797,2444.8,2826.7,49024.3,53,"San Diego","CA",32.766482,-117.20077
"560","91030",35531.2,2.9941,34.283,2755.1,2340.9,46129.1,20,"South Pasadena","CA",34.112958,-118.15577
"561","93905",35527.4,1.1476,2.9356,1950.4,3058.8,54588.4,35,"Salinas","CA",36.681161,-121.61538
"562","94595",35465.5,1.0746,9.8647,2619.9,3388.3,51846.5,30,"Walnut Creek","CA",37.879757,-122.07143
"563","93458",35361.9,1.8803,5.294,2007.6,3044.8,53788,34,"Santa Maria","CA",34.956344,-120.45243
"564","94134",35357.9,8.4709,58.8934,2247.1,2519,52050.2,40,"San Francisco","CA",37.719581,-122.41085
"565","90016",35357.3,37.3486,3.6345,1712.6,3183.4,54754.1,37,"Los Angeles","CA",34.029711,-118.35255
"566","92614",35319.2,1.9159,37.9033,2715.3,2219.1,45477.1,21,"Irvine","CA",33.680408,-117.82592
"567","92602",35294.8,1.8964,50.4105,2947.8,1829.3,42530.1,14,"Irvine","CA",33.73297,-117.76932
"568","94608",35149.5,36.2476,17.2269,2080.2,2608.5,49271.5,39,"Emeryville","CA",37.834724,-122.28316
"569","93534",35105.4,21.639,4.3049,1907.3,3185.3,53593.1,53,"Lancaster","CA",34.698696,-118.15015
"570","94606",35079,18.2115,45.5489,1860.7,2758.2,53976.7,27,"Oakland","CA",37.793177,-122.24352
"571","95377",35051.1,7.4939,26.3454,2576.6,2184.2,45358.9,22,"Tracy","CA",37.72374,-121.447131
"572","95301",35022.4,3.8917,6.1036,2145.5,3072.6,52416.6,48,"Atwater","CA",37.35115,-120.6056
"573","91724",34992.3,3.5438,14.2218,2433.5,2745.6,48985.6,27,"Covina","CA",34.088771,-117.85817
"574","94563",34816.2,0.9385,13.9038,3266.2,2267.5,41591.8,31,"Orinda","CA",37.878625,-122.18296
"575","90813",34716.4,13.6904,15.3792,1694.2,3040.5,54635.3,53,"Long Beach","CA",33.781011,-118.19197
"576","90057",34685.1,4.4855,21.0079,1648.8,3140.7,56314.6,45,"Los Angeles","CA",34.061911,-118.27687
"577","91042",34635.4,1.6936,10.3148,2392.7,2791.4,48707,44,"Tujunga","CA",34.256952,-118.28453
"578","91106",34626.8,7.165,22.5623,2463.3,2445.1,46519.9,18,"Pasadena","CA",34.142557,-118.12715
"579","92123",34607.8,9.4884,17.1684,2316.3,2512.8,47258.2,38,"San Diego","CA",32.803799,-117.13595
"580","91361",34577.7,1.162,6.9368,2924.3,2537.2,44091.4,28,"Westlake Village","CA",34.14348,-118.85608
"581","90029",34548.8,3.1794,17.9929,1850.5,3077.2,53948.5,35,"Los Angeles","CA",34.090259,-118.29455
"582","95966",34530.7,2.6098,6.1974,2020.6,3442.9,54506.2,76,"Oroville","CA",39.491076,-121.49468
"583","91754",34485.2,0.5451,62.4712,2239.8,2521.2,51866.5,25,"Monterey Park","CA",34.048207,-118.14161
"584","92555",34483,20.519,11.2115,2166.8,2540.8,48100.8,29,"Moreno Valley","CA",33.922823,-117.16837
"585","95121",34477.7,3.2119,56.4932,2498.4,2131.1,46825,36,"San Jose","CA",37.305714,-121.81145
"586","92264",34454.4,2.676,5.7799,2345.5,3327.7,51313.1,68,"Palm Springs","CA",33.798669,-116.51887
"587","90003",34437.3,25.1242,0.3763,1568.5,3211.3,54879.7,46,"Los Angeles","CA",33.962714,-118.276
"588","94127",34428.3,3.0701,31.5792,3016.1,2183,42363.5,19,"San Francisco","CA",37.734964,-122.4597
"589","91307",34418.2,2.8289,14.1205,2701.4,2531.5,45486.5,38,"West Hills","CA",34.197737,-118.64797
"590","92612",34411,1.7951,39.0215,2452.6,2360.1,46084.3,32,"Irvine","CA",33.650813,-117.81771
"591","92802",34387.6,2.8255,16.9711,2082,2799.7,51081,30,"Anaheim","CA",33.806965,-117.92594
"592","90063",34288.8,0.7818,1.4624,1832.7,3285.5,54540.6,25,"Los Angeles","CA",34.045161,-118.1865
"593","95337",34266.9,4.819,11.0484,2204.5,2686.4,49018.1,33,"Manteca","CA",37.782332,-121.23578
"594","95482",34208.4,0.9184,2.9062,2058.6,3198.3,51861.6,76,"Ukiah","CA",39.154946,-123.20088
"595","94022",34173.2,0.5655,28.0201,3164.5,2183.7,41285.5,16,"Los Altos","CA",37.37714,-122.12412
"596","95820",34149.9,12.0236,13.2966,1905,3069.3,52500,61,"Sacramento","CA",38.535795,-121.44663
"597","90037",34055.6,21.7696,1.0512,1587.9,3203.4,54210.3,20,"Los Angeles","CA",34.002063,-118.28737
"598","93245",34023.3,5.933,7.6917,2100.8,2688.3,48881.7,25,"Lemoore","CA",36.312075,-119.80349
"599","92603",33890.4,0.9365,34.9978,2927.2,2045.6,41467.7,15,"Irvine","CA",33.648871,-117.764637
"600","94618",33856.4,5.9087,12.5455,2980.8,2161,40696.4,15,"Oakland","CA",37.843726,-122.24369
"601","92843",33811.7,1.044,44.301,2012.9,2581.5,51433.8,48,"Garden Grove","CA",33.763033,-117.9355
"602","94559",33740.4,1.0523,2.7633,2294.9,2738.2,47437.5,41,"Napa","CA",38.291164,-122.28671
"603","93657",33687.1,0.9051,5.3456,2146.3,2917.5,49726.1,37,"Sanger","CA",36.72845,-119.53571
"604","90720",33632.2,1.9986,14.0618,2663.1,2432.4,44048.9,25,"Los Alamitos","CA",33.794028,-118.07218
"605","94301",33586.1,2.0711,20.5155,3086.3,2081.9,39758.2,28,"Palo Alto","CA",37.443688,-122.15071
"606","95351",33555.1,3.5523,7.9707,1747.8,3167,53376.8,46,"Modesto","CA",37.626067,-120.99955
"607","92887",33474.9,1.4386,20.5159,2911.4,2090.8,40678.5,21,"Yorba Linda","CA",33.883223,-117.73856
"608","93635",33268.5,3.3933,3.8544,1973.7,2912.8,50149,37,"Los Banos","CA",37.048385,-120.86983
"609","93637",33217.4,4.2424,3.3063,1936.8,2956.5,50491.5,39,"Madera","CA",36.914819,-120.15817
"610","92706",33201.9,1.694,10.3305,2258.9,2578.2,46739.4,29,"Santa Ana","CA",33.765916,-117.88139
"611","95405",33167.3,1.9975,4.391,2378.4,2683.4,45743.4,44,"Santa Rosa","CA",38.438161,-122.67419
"612","91741",33136.9,1.2242,8.4121,2522.8,2570.5,44744.1,23,"Glendora","CA",34.140207,-117.85704
"613","92108",32959.5,6.5735,13.7185,2135.8,2396.9,44920.9,31,"San Diego","CA",32.7736,-117.13785
"614","90265",32894.6,2.1848,5.1334,3021.5,2218.9,39370.3,25,"Malibu","CA",34.051056,-118.80768
"615","91722",32821.3,3.4766,11.6374,2137,2641.5,47265,27,"Covina","CA",34.097708,-117.90698
"616","95632",32814.2,2.4099,4.5669,2124.2,2758.6,47842.5,27,"Galt","CA",38.267544,-121.29723
"617","94132",32655,7.7843,44.0775,2248,2293.9,45183.3,29,"San Francisco","CA",37.724231,-122.47958
"618","95054",32553.1,3.1099,60.6303,2628.4,1606.8,39540.5,18,"Santa Clara","CA",37.39324,-121.96066
"619","92543",32502,6.4605,2.3306,1647.4,3591.1,54489.4,59,"Hemet","CA",33.73542,-116.97401
"620","91737",32419.9,7.9459,11.1164,2503.6,2224.6,41737.2,24,"Alta Loma","CA",34.147849,-117.57847
"621","92083",32397.8,3.5794,4.8662,1894.4,2738.4,48455.7,62,"Vista","CA",33.179587,-117.24461
"622","91504",32394.1,2.2204,14.9787,2385.6,2414.4,43763.1,24,"Burbank","CA",34.201254,-118.32993
"623","95901",32387.9,4.6346,8.8085,1857.8,2920.2,49540.3,69,"Marysville","CA",39.15973,-121.53735
"624","95204",32341.1,5.876,12.0175,1907.1,2973.3,49612.8,48,"Stockton","CA",37.974273,-121.3147
"625","96080",32264,0.728,1.6674,1873.7,3108.7,50234.7,75,"Red Bluff","CA",40.183837,-122.24074
"626","92637",32142.7,0.7861,12.1201,1918.5,3861.2,54377.8,50,"Laguna Woods","CA",33.61,-117.72
"627","95842",32104.8,12.1526,6.963,1766.1,2793.6,48767.3,53,"Sacramento","CA",38.687718,-121.349
"628","93704",32096.3,5.0757,5.2309,2031,2831.6,47130.8,38,"Fresno","CA",36.794748,-119.80097
"629","93955",31986.6,7.7562,12.2409,1995.9,2534.2,46092.1,35,"Seaside","CA",36.615813,-121.83461
"630","92106",31883.3,3.3678,4.4019,2523.6,2383.2,41752.5,34,"San Diego","CA",32.7259,-117.23079
"631","90023",31812.7,0.9111,0.9226,1675.4,3042.3,50700.3,26,"Los Angeles","CA",34.023039,-118.20231
"632","92410",31799.7,12.8833,3.9439,1522.1,3044.8,51335.5,45,"San Bernardino","CA",34.106965,-117.2975
"633","95135",31760.2,2.2751,55.4905,2636,2014.8,40851.3,13,"San Jose","CA",37.299474,-121.75446
"634","95818",31758.2,8.5521,14.5349,2185.9,2444.8,43785.5,18,"Sacramento","CA",38.556576,-121.49285
"635","95131",31625.8,2.8558,73.0004,2404,1660.4,41074.2,26,"San Jose","CA",37.38631,-121.88987
"636","92240",31584.6,7.146,2.7803,1650.5,3118.8,50654.5,64,"Desert Hot Springs","CA",33.952303,-116.50804
"637","90043",31542.1,64.7405,1.0922,1485.8,2737.6,46975.9,27,"Los Angeles","CA",33.987463,-118.334
"638","90732",31474,4.2573,9.1796,2293.6,2486.1,42935.9,17,"San Pedro","CA",33.736718,-118.31123
"639","90621",31455.6,4.8187,31.5064,1968,2337,45959.4,32,"Buena Park","CA",33.875714,-117.99404
"640","91101",31346.1,8.0309,24.7706,1997,2319.7,43916.1,28,"Pasadena","CA",34.146607,-118.1391
"641","94803",31306.8,16.2261,23.8272,2191.8,2321.8,43122.3,38,"El Sobrante","CA",37.969673,-122.29413
"642","90260",31273.6,8.7865,13.4936,1881.6,2554.8,46234.2,26,"Lawndale","CA",33.888364,-118.35355
"643","94545",31254.8,9.0132,41.7593,2078.9,2245.1,44585.1,30,"Hayward","CA",37.635582,-122.10418
"644","92139",31103.2,13.9031,36.4346,1882.3,2291.2,45651,36,"San Diego","CA",32.677286,-117.05241
"645","93923",31095.7,0.4616,4.0177,2523.4,2566.1,41533.7,38,"Carmel","CA",36.517261,-121.89436
"646","92701",31089.4,1.6517,5.1227,1770.1,2598.4,46813.2,28,"Santa Ana","CA",33.747017,-117.86248
"647","91011",30988.2,0.7289,27.3662,2841.7,1943.3,37326.1,15,"La Canada Flintridge","CA",34.211171,-118.19776
"648","93901",30964.7,2.1553,6.7009,1968.5,2651.5,45192.9,35,"Salinas","CA",36.665879,-121.65497
"649","90001",30962.5,10.3325,0.4425,1544.8,2884.6,49140.9,26,"Los Angeles","CA",33.972914,-118.24878
"650","93638",30922.7,4.5284,1.2082,1689.2,2848.4,48282.9,57,"Madera","CA",36.991476,-119.98729
"651","90033",30912.6,1.9661,4.9686,1562.5,2990.7,49755.8,27,"Los Angeles","CA",34.050411,-118.21195
"652","94619",30893.1,25.9503,25.5539,2099.2,2204.9,42057.7,26,"Oakland","CA",37.790027,-122.18615
"653","94580",30889.5,6.6711,27.0668,1993.1,2388.8,44669.7,33,"San Lorenzo","CA",37.678531,-122.13199
"654","91803",30871.3,1.144,52.154,1958.4,2310.2,46044.3,20,"Alhambra","CA",34.072959,-118.1462
"655","93710",30862.7,8.5417,10.5258,1785.1,2703.1,46113.6,32,"Fresno","CA",36.825582,-119.76358
"656","95945",30666.5,0.4075,1.5731,1882.1,2983.9,46894.2,72,"Grass Valley","CA",39.202725,-121.02076
"657","94030",30652.1,0.8005,48.9015,2321.9,2113.1,41500.5,24,"Millbrae","CA",37.600735,-122.40135
"658","91202",30598.7,1.5649,17.9383,2208.9,2366.8,42376.8,23,"Glendale","CA",34.166567,-118.26994
"659","90806",30590.3,17.723,22.2076,1726.3,2456.3,45586.8,38,"Long Beach","CA",33.801767,-118.1858
"660","91752",30519.3,6.063,8.2912,2001.3,2419.4,43387,23,"Mira Loma","CA",34.001846,-117.52759
"661","91602",30487.3,6.2571,7.8766,2180.1,2215.8,40440.2,23,"North Hollywood","CA",34.152476,-118.36841
"662","92618",30472.3,2.2604,36.9878,2351.8,1812.3,38369.4,10,"Irvine","CA",33.659639,-117.73948
"663","93702",30377.5,4.6939,13.234,1446.7,2967.1,49845.9,45,"Fresno","CA",36.741199,-119.7553
"664","93023",30350.9,0.5953,1.8048,2243.2,2568.7,42242.4,48,"Ojai","CA",34.456957,-119.25307
"665","90041",30331,2.194,29.1833,2079.2,2344.4,42978.1,29,"Los Angeles","CA",34.137557,-118.20765
"666","91776",30299.5,0.8945,64.1965,1788.3,2220,46613.5,34,"San Gabriel","CA",34.089059,-118.0951
"667","90404",30281.6,7.453,12.1282,2067.5,2281,41227.2,29,"Santa Monica","CA",34.026959,-118.47432
"668","93060",30252.3,0.5449,0.8827,1969,2647.4,44396.3,35,"Santa Paula","CA",34.367474,-119.07317
"669","94547",30241.1,17.9155,47.6831,2129.3,1901.1,40334.5,19,"Hercules","CA",38.005122,-122.25784
"670","92625",30214.2,0.4365,6.318,2752.8,2080.2,36591.2,23,"Corona Del Mar","CA",33.600172,-117.86823
"671","90047",30210.8,64.8319,0.6915,1327.8,2699.1,46138.6,33,"Los Angeles","CA",33.958464,-118.30998
"672","92118",30141.9,7.3417,5.0089,2389.4,2259.5,39257.4,39,"Coronado","CA",32.682727,-117.17441
"673","93215",30054.7,7.3168,14.5063,1626.5,2621.1,47219.3,27,"Delano","CA",35.774967,-119.23371
"674","91915",30046.8,6.2344,27.62,2154.8,1840.9,39031,19,"Chula Vista","CA",32.638072,-116.95195
"675","95819",30036.4,2.2225,5.7761,2303.5,2245,39465.2,26,"Sacramento","CA",38.568855,-121.44099
"676","94085",29983.9,2.2427,37.6628,2210.7,1798.6,38625.8,15,"Sunnyvale","CA",37.38894,-122.017956
"677","92860",29924.5,6.9882,4.1847,2239.3,2293.1,40414.8,37,"Norco","CA",33.925885,-117.55978
"678","90038",29908.2,5.063,9.6923,1669.9,2576.7,45016.1,19,"Los Angeles","CA",34.089459,-118.3285
"679","91763",29882,5.4427,10.4886,1726.8,2567.9,45441.3,26,"Montclair","CA",34.07041,-117.69938
"680","95503",29816.4,1.2038,4.6753,1860.5,2736.5,44766,72,"Eureka","CA",40.757091,-124.1513
"681","95949",29795.4,0.4513,1.1357,1990.6,2747.7,44020.3,40,"Grass Valley","CA",39.13255,-121.0981
"682","93705",29764.4,10.4249,6.532,1520.4,2871.4,47433.9,40,"Fresno","CA",36.786948,-119.82747
"683","91740",29763.4,2.7354,9.6588,2055.1,2371,41897.2,41,"Glendora","CA",34.119245,-117.8548
"684","94706",29642.9,3.6407,33.9174,2184.8,1986.9,39528.3,27,"Albany","CA",37.889125,-122.29371
"685","92113",29640.4,14.4987,4.4891,1460.2,2728.4,46759.1,23,"San Diego","CA",32.697402,-117.12001
"686","94585",29616.1,19.229,22.3458,1916.6,2127.8,41012.7,26,"Suisun City","CA",38.231364,-122.05414
"687","95348",29602.4,6.912,17.0947,1781.7,2407,43192.2,32,"Merced","CA",37.342056,-120.50154
"688","92337",29597.4,10.6478,7.2294,1808.5,2255.8,42444.3,18,"Fontana","CA",34.046992,-117.481
"689","91775",29519.1,1.388,48.8085,2159.1,1999.6,40411.2,15,"San Gabriel","CA",34.114041,-118.09035
"690","93552",29453.2,16.0315,3.9788,1756.5,2379.3,43072.8,30,"Palmdale","CA",34.561207,-118.0375
"691","92808",29444,1.9259,24.785,2391.3,1847.4,36783.6,16,"Anaheim","CA",33.858151,-117.73864
"692","95210",29418.7,13.0106,36.2843,1573.4,2462.4,46145.5,52,"Stockton","CA",38.025086,-121.29722
"693","91384",29388.6,9.9125,8.9682,2344.6,1918.8,36933.2,19,"Castaic","CA",34.478797,-118.65255
"694","90717",29294.8,4.9532,16.443,1962.5,2340.9,41698.4,33,"Lomita","CA",33.793384,-118.31611
"695","92284",29233.9,3.0286,2.6358,1720.1,2863.1,45618.7,79,"Yucca Valley","CA",34.161795,-116.41246
"696","92606",29079.2,2.1241,49.8768,2264.2,1674.9,36851.8,17,"Irvine","CA",33.695576,-117.80588
"697","92231",29059.6,0.3177,1.4035,1644.5,2738.4,45324.1,21,"Calexico","CA",32.683491,-115.48277
"698","94507",28965.8,0.62,9.8407,2678.3,1908.7,34766.3,19,"Alamo","CA",37.856683,-122.02488
"699","92586",28890.4,5.5551,4.1473,1636.7,3264.8,47972.4,53,"Sun City","CA",33.70602,-117.1974
"700","90606",28865.2,1.0496,2.0691,1804.8,2536.7,42872,24,"Whittier","CA",33.978312,-118.06778
"701","92014",28835,0.5842,7.0599,2585,1979.5,35186.8,24,"Del Mar","CA",32.961812,-117.25967
"702","90031",28694,1.2997,27.5995,1549,2548.8,45481.8,17,"Los Angeles","CA",34.07871,-118.2161
"703","91324",28693.4,4.6184,19.0499,1952.6,2246.3,40582.7,27,"Northridge","CA",34.240353,-118.55038
"704","94960",28456.3,0.7293,4.3947,2433.9,1989.4,35307.5,23,"San Anselmo","CA",37.981623,-122.56884
"705","92029",28323.9,1.9428,9.1039,2104.9,2208.9,38570.2,21,"Escondido","CA",33.087868,-117.11558
"706","95816",28308,4.4304,5.8858,1839.7,2245.7,39514.6,43,"Sacramento","CA",38.571661,-121.46827
