Name,FIPS,"Entertainment ($000), 2017","% Black Population, 2017","% Asian Population, 2017","Social, recreation, health club membership ($000), 2017","Prescription drugs ($000), 2017","Healthcare ($000), 2017"
"92314, Big Bear City, CA",92314,16342.9,0.7009,1.2825,989.5,1564.1,25177.2
"95330, Lathrop, CA",95330,16165.2,6.8506,24.0578,995,1218.9,23616.2
"95033, Los Gatos, CA",95033,16120.7,0.4311,4.6857,1420.7,1101,19752.2
"93221, Exeter, CA",93221,16078,0.733,1.7288,963,1483.2,24545.6
"94612, Oakland, CA",94612,16031.1,31.2378,32.0651,797.4,1365.2,24996.2
"92610, Foothill Ranch, CA",92610,16019.6,1.4596,22.2393,1401.8,900.5,18807.2
"94925, Corte Madera, CA",94925,15983.3,0.805,7.7098,1378.8,1100.3,19771.3
"93614, Coarsegold, CA",93614,15958.8,0.8183,1.0825,1047.9,1487.3,23861.2
"95490, Willits, CA",95490,15837.6,0.5623,1.2281,920.9,1550.7,24633.1
"93636, Madera, CA",93636,15829.1,2.1591,2.5744,1109.4,1312.7,22397.3
"93630, Kerman, CA",93630,15825.1,0.4651,6.8917,927.4,1387.5,24031.6
"92411, San Bernardino, CA",92411,15667.7,17.8478,3.1747,779.8,1534.9,25250.5
"95320, Escalon, CA",95320,15567.5,0.6181,1.8322,1022.5,1339.6,22645.9
"93280, Wasco, CA",93280,15504.2,7.0956,1.1439,827,1422.2,24287
"91203, Glendale, CA",91203,15412.2,1.8452,17.9267,926.2,1332.7,23292.7
"90061, Los Angeles, CA",90061,15397.5,38.4461,0.6717,726.7,1403,23978.4
"93433, Grover Beach, CA",93433,15334.7,1.1277,5.5865,940.6,1337,22796
"93465, Templeton, CA",93465,15322.5,0.6629,2.0622,1125.5,1238.2,21072.6
"94930, Fairfax, CA",94930,15275.1,1.2262,3.2986,1269,1093.1,19192.4
"92067, Rancho Santa Fe, CA",92067,15210.5,1.0994,12.3314,1430.8,956.2,17865.2
"93610, Chowchilla, CA",93610,15153.7,11.0214,2.2996,868.4,1388.8,23283.7
"91204, Glendale, CA",91204,15129.7,2.2737,20.3714,876.9,1307.7,23192.4
"90401, Santa Monica, CA",90401,15033.8,4.8798,11.4922,1072.5,1117.6,19984.7
"95954, Magalia, CA",95954,15027.2,0.3573,1.0054,874.8,1559.5,24089.4
"92582, San Jacinto, CA",92582,14906.4,8.5965,5.6229,903.5,1256.9,22142.3
"95338, Mariposa, CA",95338,14877.5,0.75,1.4907,930.1,1440.3,22770.2
"90013, Los Angeles, CA",90013,14750.2,29.1396,18.3262,772.1,1242.4,22106.4
"93263, Shafter, CA",93263,14666.6,1.7747,0.8636,824.4,1324.3,22684.6
"95010, Capitola, CA",95010,14660.2,1.6517,5.0348,990,1254.1,20938.2
"96021, Corning, CA",96021,14612.8,0.7371,1.3548,805,1424,23211.1
"90670, Santa Fe Springs, CA",90670,14563.6,2.2333,4.9609,887.5,1337.7,22160.9
"93210, Coalinga, CA",93210,14289.1,8.7534,2.5722,854.4,1249.1,21457.5
"95817, Sacramento, CA",95817,14186.3,20.5514,9.1372,796.9,1229.7,21121.2
"93728, Fresno, CA",93728,14103.1,5.5837,5.0334,720.3,1403.2,22751.9
"95422, Clearlake, CA",95422,14061.5,4.2763,1.4165,712,1517.1,23217.8
"95368, Salida, CA",95368,14019.7,3.0204,6.0478,904.8,1089.9,19913
"95946, Penn Valley, CA",95946,14009.5,0.4458,1.5497,933.7,1327.2,21027.1
"95451, Kelseyville, CA",95451,14001.7,1.2349,1.3653,853.1,1354.2,21474.8
"95304, Tracy, CA",95304,13888.8,10.8652,10.5988,1014.2,1029.4,18789.6
"95605, West Sacramento, CA",95605,13884.7,4.2051,8.8948,802.4,1254,21189.2
"95425, Cloverdale, CA",95425,13813.3,0.6809,1.317,905.7,1244.8,20418.6
"93960, Soledad, CA",93960,13780.7,9.891,3.4141,844.9,1126.2,20243
"95726, Pollock Pines, CA",95726,13682.3,0.3057,1.2737,890.7,1262.6,20473.7
"95203, Stockton, CA",95203,13663.3,9.598,10.0676,759.2,1246.1,21116.4
"90701, Artesia, CA",90701,13646.5,3.4454,37.8269,853.5,1054.7,20331.1
"93930, King City, CA",93930,13643.3,1.0979,1.6469,848.3,1135.5,19962.6
"92313, Grand Terrace, CA",92313,13627.4,5.9168,7.8133,916.4,1107.7,19291.5
"95453, Lakeport, CA",95453,13572,1.2574,1.8223,842.3,1303.7,20614.6
"94028, Portola Valley, CA",94028,13550.4,0.3624,7.5959,1337.3,874.4,15746
"91502, Burbank, CA",91502,13474.5,3.6826,11.3066,786,1218,20429.6
"94574, Saint Helena, CA",94574,13433.8,0.6216,2.5569,1052.2,1063,17913.5
"93247, Lindsay, CA",93247,13355.8,0.7033,2.3297,752.4,1240.7,20857.5
"93510, Acton, CA",93510,13126,1.6209,2.2561,1020.3,998.7,17375.5
"95713, Colfax, CA",95713,13027,0.5289,1.5427,895.7,1124.1,18608.9
"94931, Cotati, CA",94931,12996.7,2.029,4.5575,875.9,1061.8,18368.4
"92274, Thermal, CA",92274,12963.8,4.9537,0.9091,662.4,1292.9,21155.3
"90290, Topanga, CA",90290,12951,1.4004,4.4013,1164.8,862.3,15614.7
"91935, Jamul, CA",91935,12937.3,5.756,3.5381,1009.8,987.7,17182.5
"90211, Beverly Hills, CA",90211,12898.9,2.3551,13.021,984.7,941.4,16930.6
"92241, Desert Hot Springs, CA",92241,12881.4,2.0569,1.5448,746.1,1387.3,21021.7
"95391, Tracy, CA",95391,12812.7,7.9143,37.0848,964.7,729,16017.3
"94939, Larkspur, CA",94939,12763.1,0.9701,4.6315,1102.2,907,15931.5
"94571, Rio Vista, CA",94571,12714.3,4.7564,5.416,830.2,1199.2,19094.8
"95814, Sacramento, CA",95814,12681.3,12.4125,9.5141,718.5,1118.5,18743.7
"93449, Pismo Beach, CA",93449,12652.1,0.6868,2.9713,902.7,1078.6,17731.9
"93203, Arvin, CA",93203,12646.5,1.0952,1.0998,641.8,1175,20243.4
"92320, Calimesa, CA",92320,12375.7,1.5201,1.8899,781,1212,19098
"93301, Bakersfield, CA",93301,12353.9,13.1181,2.9308,685.4,1137,18800.9
"93546, Mammoth Lakes, CA",93546,12302.7,0.3456,2.0126,791.2,1009.7,17499
"95018, Felton, CA",95018,12286.8,0.9968,2.347,904.2,959.2,16641.5
"92210, Indian Wells, CA",92210,12278.1,1.3618,3.0517,991.1,1055.3,16703.5
"92252, Joshua Tree, CA",92252,12079.3,2.9733,1.9297,709.6,1166.5,18685.4
"93428, Cambria, CA",93428,12078,0.3027,2.188,878.1,1065.8,17103
"94027, Atherton, CA",94027,12063.6,1.1017,16.6977,1175.3,769.3,14167.8
"95065, Santa Cruz, CA",95065,11986.8,1.4233,4.2826,949.4,916.1,15823
"95119, San Jose, CA",95119,11944.2,3.9556,19.8769,949.8,770.4,15064
"93927, Greenfield, CA",93927,11709.3,1.0739,1.2842,687.5,978.7,17549.7
"93463, Solvang, CA",93463,11602.8,1.0091,1.7206,888.5,932.4,15674.2
"95357, Modesto, CA",95357,11585.8,2.8329,6.9435,720.6,1014.4,17327.1
"93505, California City, CA",93505,11545.8,18.9075,3.5754,671,982.6,16956.5
"95948, Gridley, CA",95948,11417.4,0.7053,3.8101,672,1084.2,17719.3
"90305, Inglewood, CA",90305,11396.1,82.7522,1.0501,515.4,917.6,16271.5
"95683, Sloughhouse, CA",95683,11363,2.9376,3.8604,916.5,857.9,14768.2
"93644, Oakhurst, CA",93644,11320.7,0.6544,1.4606,709.1,1133.7,17611.7
"95694, Winters, CA",95694,11250.8,0.8622,1.4939,751.8,951.5,16215.3
"96019, Shasta Lake, CA",96019,11232.1,0.7476,3.556,617.7,1113.2,17878.4
"95360, Newman, CA",95360,11064.8,2.0006,2.3276,643.7,994.6,16935.4
"93924, Carmel Valley, CA",93924,10979.2,0.5109,2.1392,877.7,874.2,14561.9
"91978, Spring Valley, CA",91978,10943.1,9.7016,7.4456,716.9,881,15548.7
"93212, Corcoran, CA",93212,10932.4,10.9533,0.8832,596,1032,17138.9
"96097, Yreka, CA",96097,10931,0.8547,1.665,623.3,1116.3,17377.4
"93543, Littlerock, CA",93543,10882.7,6.7135,1.6684,665.3,963.4,16290.6
"93241, Lamont, CA",93241,10861.8,0.8645,0.643,565.6,1002,17086.5
"92325, Crestline, CA",92325,10835.8,1.1173,1.355,687.4,972.8,16041.9
"90094, Los Angeles, CA",90094,10825.1,11.1331,24.3609,843,654.8,13468.2
"95811, Sacramento, CA",95811,10686.2,11.9308,13.6718,597,874.1,15549.4
"95334, Livingston, CA",95334,10661.7,0.6677,16.4579,589.8,949.9,16826.6
"95742, Rancho Cordova, CA",95742,10653.1,6.4037,36.4551,785.5,614.9,13621.6
"95005, Ben Lomond, CA",95005,10642.8,0.712,1.4676,795.3,803.2,14043.7
"92624, Capistrano Beach, CA",92624,10520.6,0.6777,3.2529,750.9,898.4,14900.8
"90014, Los Angeles, CA",90014,10470.9,22.8461,11.389,538.2,918.1,15715.1
"95642, Jackson, CA",95642,10470.8,0.7659,1.4261,646,1025.9,16138.8
"95932, Colusa, CA",95932,10359.4,0.6596,1.6229,635.5,923.8,15533.7
"90248, Gardena, CA",90248,10282.7,21.712,27.7445,584.4,865.3,16021.1
"93648, Parlier, CA",93648,10280.4,0.6177,1.4392,551,954.2,16222.9
"95326, Hughson, CA",95326,10262.4,0.8713,2.6535,665.1,889.7,15025.6
"96067, Mount Shasta, CA",96067,10212.9,1.5636,2.5965,633.1,964.6,15422.2
"90755, Signal Hill, CA",90755,10171.1,13.3975,21.6665,653.8,760,14253.4
"93460, Santa Ynez, CA",93460,10149,0.7256,2.3502,841.2,769.5,13147.7
"94515, Calistoga, CA",94515,10077.2,0.546,1.678,698.4,887.3,14508
"95386, Waterford, CA",95386,10064.2,0.8642,1.8026,616.4,875,15027.1
"95315, Delhi, CA",95315,10026.5,0.9078,4.5315,573,885.6,15443.8
"92359, Mentone, CA",92359,9952.3,4.6899,4.4521,617.3,866,14762.2
"92861, Villa Park, CA",92861,9952.3,0.7749,16.4926,921.2,665.8,12089.4
"91020, Montrose, CA",91020,9917.2,0.9652,29.4589,696.3,732.4,13656.8
"95139, San Jose, CA",95139,9825.9,4.1136,20.9528,773,654.4,12649.3
"94305, Stanford, CA",94305,9776,4.3383,31.8308,765.6,577.4,12263.3
"90716, Hawaiian Gardens, CA",90716,9749.2,3.543,12.2951,526.7,868.9,15361.2
"94158, San Francisco, CA",94158,9699.3,4.402,43.0814,779.5,523.7,11691.9
"95046, San Martin, CA",95046,9574,0.7203,8.4165,757.6,698.5,12534
"95631, Foresthill, CA",95631,9556.8,0.4935,1.1365,653.2,847.7,13879.1
"95693, Wilton, CA",95693,9532.1,3.4249,6.9653,730.6,728.3,12682
"95658, Newcastle, CA",95658,9347.4,0.6532,3.0949,678.7,810.2,13300.1
"92567, Nuevo, CA",92567,9335.2,2.8517,1.7799,573.1,833.8,14078.3
"94572, Rodeo, CA",94572,9295.2,15.0676,23.4434,597.9,724.1,13301.9
"90056, Los Angeles, CA",90056,9273.5,74.7448,3.5496,535.9,682,12281.3
"95953, Live Oak, CA",95953,9248.3,1.5844,12.1004,535.6,858.9,14477.9
"95388, Winton, CA",95388,8982.5,2.8729,6.6228,490.7,830.2,14121.4
"93953, Pebble Beach, CA",93953,8952.2,0.9155,9.1122,775.6,692.2,11517.1
"95640, Ione, CA",95640,8859.3,2.6547,1.6627,582,779.3,12945.1
"95666, Pioneer, CA",95666,8790.7,0.3372,1.0825,557.3,860.6,13454.1
"95220, Acampo, CA",95220,8778.8,0.5934,3.1224,627.9,738.2,12392.9
"95324, Hilmar, CA",95324,8699.2,0.2918,1.8648,585.6,750.5,12583.6
"94710, Berkeley, CA",94710,8682.9,21.4197,12.528,540.3,682,12278.3
"95322, Gustine, CA",95322,8648.2,1.1638,1.9361,494.6,840.1,13601
"92617, Irvine, CA",92617,8585.9,1.7181,48.1592,555,554.7,11596.1
"95988, Willows, CA",95988,8580.7,1.1953,4.9274,521.2,787.3,12994.8
"90040, Los Angeles, CA",90040,8507.8,1.3243,2.8616,510.9,777.2,12997.5
"93427, Buellton, CA",93427,8497.2,0.9503,3.1992,622.9,666.5,11514.6
"95012, Castroville, CA",95012,8490.4,1.2193,3.0755,511.7,740.6,12784.1
"95316, Denair, CA",95316,8434.9,0.5314,2.6863,610.6,664.7,11566.2
"93723, Fresno, CA",93723,8416.4,3.9136,17.9472,563.7,663,12026.1
"92250, Holtville, CA",92250,8408.8,0.4873,1.2236,499.9,796.5,12976.8
"93022, Oak View, CA",93022,8266.6,0.3229,1.2576,600.9,669.9,11365.7
"92091, Rancho Santa Fe, CA",92091,8188.2,0.7193,5.1697,720.4,597.9,10289.6
"93620, Dos Palos, CA",93620,8187.6,3.8217,1.2803,435.7,808,13151.3
"96141, Homewood, CA",96141,8184.8,0.6094,1.553,618,626.9,10901.4
"95619, Diamond Springs, CA",95619,8177.5,0.5928,1.0538,517.7,788.6,12442.5
"92408, San Bernardino, CA",92408,8160.6,12.5495,18.1811,428,703.3,12678.7
"93640, Mendota, CA",93640,8142.8,0.9136,0.8202,392.2,791.5,13276.3
"94304, Palo Alto, CA",94304,8125.1,2.2206,29.6657,706.3,505.5,9812.9
"94005, Brisbane, CA",94005,8066.5,1.6186,32.9368,629.7,532.1,10496.6
"95623, El Dorado, CA",95623,8009,0.3897,1.8742,564.5,709.5,11520.4
"92003, Bonsall, CA",92003,7999.4,1.535,4.0688,598.7,651.6,10976.5
"96094, Weed, CA",96094,7844.1,4.8763,4.3198,443.8,777.3,12439.3
"92352, Lake Arrowhead, CA",92352,7743.7,0.6065,2.0447,496.1,706.5,11538.8
"95436, Forestville, CA",95436,7713.2,1.1718,1.7955,502.3,694.2,11333.2
"93250, Mc Farland, CA",93250,7708.4,2.517,1.1466,388.4,721.9,12393.7
"92661, Newport Beach, CA",92661,7686.8,0.9613,2.3643,652,550.5,9619.7
"95971, Quincy, CA",95971,7684,2.3179,1.2801,467.3,727.5,11742.1
"92254, Mecca, CA",92254,7677.6,0.5417,0.4445,366.6,750.7,12623.4
"95832, Sacramento, CA",95832,7669.4,21.5928,37.4991,401.2,611.6,11872.8
"95709, Camino, CA",95709,7595.5,0.3082,1.4831,529.9,676.4,10996.5
"93240, Lake Isabella, CA",93240,7578.1,0.3265,0.7346,421.1,827.5,12429.6
"93625, Fowler, CA",93625,7538.3,1.4558,10.8534,455.1,659.2,11371.3
"95467, Hidden Valley Lake, CA",95467,7487.9,1.2969,1.9542,512.6,628.2,10685.4
"95470, Redwood Valley, CA",95470,7483.4,0.596,1.1921,483,667.2,11017.3
"95327, Jamestown, CA",95327,7471.5,8.999,0.8863,466.9,723.7,11431.3
"95722, Meadow Vista, CA",95722,7453.6,0.3169,1.5647,542.4,637.3,10563.9
"93286, Woodlake, CA",93286,7453.1,0.7774,0.9875,404.4,708.7,11757.2
"93647, Orosi, CA",93647,7277.7,0.738,8.4004,381.3,681.3,11652.3
"92548, Homeland, CA",92548,7162.2,2.0459,1.4937,391.1,763.9,11803.5
"92310, Fort Irwin, CA",92310,7118.9,13.5776,6.6614,385.6,503.4,10263.5
"92276, Thousand Palms, CA",92276,7099.6,1.4704,1.9945,387.6,789.6,11893.3
"91708, Chino, CA",91708,7024.9,9.3592,27.8964,516,406.7,8941.2
"92655, Midway City, CA",92655,6963.9,0.6816,57.2782,432.9,523.6,10546.9
"95446, Guerneville, CA",95446,6950.8,0.8538,1.4941,421.1,664.8,10541.6
"92356, Lucerne Valley, CA",92356,6911,3.1269,1.719,374.7,735.8,11318.3
"93223, Farmersville, CA",93223,6884.4,0.6114,0.7452,358.3,661.9,11054.1
"93701, Fresno, CA",93701,6864.6,5.946,10.2568,309.9,656.9,11142.8
"95685, Sutter Creek, CA",95685,6855.4,0.6092,2.067,444.1,650.2,10281.8
"93622, Firebaugh, CA",93622,6846.3,0.9428,0.6875,364.4,658.6,10948
"95383, Twain Harte, CA",95383,6774.2,0.2398,1.4388,457.2,621,10022.3
"93225, Frazier Park, CA",93225,6764.1,0.5746,1.2681,428.2,612.4,10109.4
"94111, San Francisco, CA",94111,6688.4,2.124,46.3548,511.8,468.9,8919.2
"96088, Shingletown, CA",96088,6642.1,0.2922,0.9808,404.1,675.9,10418.7
"95665, Pine Grove, CA",95665,6634,1.1807,1.0899,446.2,618.9,9818.5
"93646, Orange Cove, CA",93646,6623.9,0.8471,1.5229,339.5,639.5,10659.6
"95672, Rescue, CA",95672,6506.2,0.8671,4.1715,514.3,488,8526.3
"89019, Jean, NV",89019,6480.7,5.0409,17.1467,447.2,489.8,8929.5
"95247, Murphys, CA",95247,6477.4,0.5505,1.2925,437.1,617.4,9615.6
"95236, Linden, CA",95236,6413.3,0.8264,2.0181,466.7,513,8841.8
"92342, Helendale, CA",92342,6377.2,5.3285,2.9523,389.2,581.7,9620
"92662, Newport Beach, CA",92662,6314.2,0.5824,2.1925,528.7,496.6,8187.8
"95626, Elverta, CA",95626,6310.6,2.3239,7.1303,426.6,517.1,9023.2
"90067, Los Angeles, CA",90067,6287.5,0.9874,11.5719,535.5,507.7,8245.6
"95202, Stockton, CA",95202,6230.3,18.5883,8.6905,257.7,665.6,10413.8
"95614, Cool, CA",95614,6123.4,0.3911,1.2777,441.8,504.5,8487.4
"96073, Palo Cedro, CA",96073,6101.6,0.5902,0.8173,432.9,538.7,8783.5
"94037, Montara, CA",94037,6092.5,0.9301,4.7414,492.5,435.9,7851.6
"93591, Palmdale, CA",93591,6063.4,11.399,1.1517,358.3,545.5,9191.9
"95228, Copperopolis, CA",95228,5877.4,0.8115,2.1718,389.1,521.8,8567.6
"93445, Oceano, CA",93445,5869,0.9002,3.3006,336.2,553.1,9142.7
"95019, Freedom, CA",95019,5866.6,1.1486,2.9366,321,549.7,9211.3
"95692, Wheatland, CA",95692,5853.6,1.6916,5.8137,375.6,492.6,8518
"92397, Wrightwood, CA",92397,5829.8,1.061,3.0062,384.6,533.6,8698.5
"95222, Angels Camp, CA",95222,5824.1,0.4075,2.0853,377.6,537.3,8610.4
"94951, Penngrove, CA",94951,5815.7,1.6791,3.4915,450.7,454,7741.1
"95938, Durham, CA",95938,5753.4,0.2822,0.9407,402,489,8215.8
"92249, Heber, CA",92249,5729.9,0.4883,0.651,345.7,495.9,8572.1
"96052, Lewiston, CA",96052,5720.9,1.1023,1.5653,344.9,577.8,8950.1
"92539, Anza, CA",92539,5707.7,1.0577,1.25,323.4,586.5,9199.9
"95442, Glen Ellen, CA",95442,5654.8,1.956,3.3985,426,464.9,7742.9
"93204, Avenal, CA",93204,5650.3,7.7334,0.6979,284.6,528.2,9000.5
"95258, Woodbridge, CA",95258,5581,0.4013,6.0201,389.9,473,7989.6
"95004, Aromas, CA",95004,5503.5,0.725,2.4408,424.4,426.4,7388.8
"92536, Aguanga, CA",92536,5491.4,0.9038,1.854,362.1,504.7,8193.5
"93451, San Miguel, CA",93451,5483,1.6873,1.1968,358.1,450.1,7871.3
"93265, Springville, CA",93265,5481.2,0.8673,1.9731,350.5,514.7,8275.7
"92004, Borrego Springs, CA",92004,5468.6,0.9299,1.0014,306.6,612,9094.6
"93501, Mojave, CA",93501,5428.8,10.2873,1.9354,298.2,524.6,8470.6
"93267, Strathmore, CA",93267,5422.6,0.6746,1.3914,309.8,508.9,8404.1
"93656, Riverdale, CA",93656,5326.5,1.6838,0.8285,291.3,503.4,8452.8
"90704, Avalon, CA",90704,5316.8,0.6062,1.9119,356.3,444.7,7570.7
"96101, Alturas, CA",96101,5303.2,1.0597,1.9027,306.9,529,8350.6
"95321, Groveland, CA",95321,5302.9,0.5749,1.4235,316.2,555.2,8477.6
"92036, Julian, CA",92036,5291,0.4963,1.1856,341.3,507,8001
"93434, Guadalupe, CA",93434,5240.5,1.3794,4.5802,276.7,484.9,8340
"95045, San Juan Bautista, CA",95045,5234.2,1.0388,3.7165,358,442.3,7499.2
"95655, Mather, CA",95655,5202.6,10.6529,22.573,356.1,338.9,6895.5
"93219, Earlimart, CA",93219,5183.9,1.0223,5.7125,244.3,511.4,8614
"94525, Crockett, CA",94525,5170.6,9.0771,5.6655,371,407.3,7033.6
"95423, Clearlake Oaks, CA",95423,5170.5,2.4512,1.8259,289.4,568.4,8491.7
"95663, Penryn, CA",95663,5129.6,0.6512,2.8217,412.9,386.4,6695.2
"96064, Montague, CA",96064,5096,1.0908,1.2568,291.2,528.7,8232.4
"96122, Portola, CA",96122,5081.7,0.4805,0.937,287.9,508.8,8068.4
"92823, Brea, CA",92823,5070.9,1.4192,25.4094,400.3,346.7,6597.3
"92363, Needles, CA",92363,5035.3,1.9753,0.9671,289.1,515.6,8005.9
"93650, Fresno, CA",93650,4993.8,5.82,9.94,282.6,463.1,7715.6
"96013, Burney, CA",96013,4984.1,0.7074,0.4336,277.5,520.3,8032.5
"95249, San Andreas, CA",95249,4970.9,0.9139,1.5486,296.5,506.4,7813.6
"95634, Georgetown, CA",95634,4946.4,1.7414,1.0818,310.6,473.3,7544.9
"93270, Terra Bella, CA",93270,4941.9,0.4445,2.1919,293.2,458.3,7651.1
"93430, Cayucos, CA",93430,4941.3,0.2132,3.0917,354.6,426.2,6976
"93643, North Fork, CA",93643,4921.2,1.1182,1.0117,299.8,488.7,7665.8
"92561, Mountain Center, CA",92561,4856.3,2.3302,1.2317,356.6,429.2,6908.6
"93602, Auberry, CA",93602,4821.3,0.3758,0.9396,322.5,433.2,7090.8
"93609, Caruthers, CA",93609,4769.1,0.5881,7.1495,275.3,438,7469
"95627, Esparto, CA",95627,4764.7,1.9779,4.3796,319,401,6848.1
"93926, Gonzales, CA",93926,4692.9,0.9862,2.7239,282.7,376.1,6881.7
"95237, Lockeford, CA",95237,4688.5,0.2866,3.0093,291,441.1,7128.2
"92233, Calipatria, CA",92233,4640.8,12.6573,2.1258,254.9,469.9,7479.3
"95379, Tuolumne, CA",95379,4552.7,0.5493,1.0711,278,424.4,6903.8
"95684, Somerset, CA",95684,4525,0.5711,1.4911,307.5,413.3,6651.6
"95633, Garden Valley, CA",95633,4486.8,0.4989,1.0914,294.3,411.6,6690.2
"94038, Moss Beach, CA",94038,4463.8,0.8264,5.2893,369.9,318.4,5679.7
"95987, Williams, CA",95987,4445.3,1.1089,2.379,270,381.3,6645.4
"93066, Somis, CA",93066,4439.6,0.6931,3.1821,378.2,324.9,5657.7
"94129, San Francisco, CA",94129,4415.4,2.1164,10.2708,386.4,239.5,5024.9
"93675, Squaw Valley, CA",93675,4357.1,1.3652,1.8378,256.6,431.3,6878.4
"95224, Avery, CA",95224,4284.4,0.4224,1.6897,312.7,394.2,6206.6
"91906, Campo, CA",91906,4247.5,3.8083,1.3472,262.5,381,6331
"96114, Janesville, CA",96114,4234.8,0.5028,1.1398,310.2,340.7,5828.5
"95912, Arbuckle, CA",95912,4212.1,0.3908,1.1034,257.4,369.8,6306.6
"93721, Fresno, CA",93721,4154.3,12.8753,4.7201,195.9,417,6658.8
"95570, Trinidad, CA",95570,4149.7,0.4907,1.472,240.9,413.3,6515.5
"96055, Los Molinos, CA",96055,4087,0.5001,0.5279,233.5,416.1,6515.5
"93527, Inyokern, CA",93527,4050.9,1.0646,2.3128,285.4,371.5,5907.8
"92382, Running Springs, CA",92382,4048.3,0.6638,1.228,266.2,344,5838.3
"95457, Lower Lake, CA",95457,4047.2,1.6023,0.9425,248.9,392.9,6233.1
"94599, Yountville, CA",94599,3999.5,1.539,2.0629,305.3,342.9,5531.3
"93553, Pearblossom, CA",93553,3979.1,4.6133,2.4533,250,358.3,5944
"95982, Sutter, CA",95982,3955.1,0.5621,1.1555,262.4,339.8,5727
"92285, Landers, CA",92285,3913.1,1.3572,1.3903,232.2,422.4,6334.5
"95536, Ferndale, CA",95536,3896.2,0.4897,1.2592,248.2,366.9,5884.5
"95562, Rio Dell, CA",95562,3834.5,1.0545,1.0847,227.1,361.5,5879.1
"93532, Lake Hughes, CA",93532,3779.6,3.3094,2.0144,263.4,303.4,5245.9
"95546, Hoopa, CA",95546,3739.1,0.163,0.5588,198.4,388.2,6081.3
"89439, Verdi, NV",89439,3727.6,0.4415,2.8256,264.2,324.7,5345
"92061, Pauma Valley, CA",92061,3703.7,0.6542,2.3988,258.2,316,5298.5
"93235, Ivanhoe, CA",93235,3626.1,0.4867,0.872,200.5,343.4,5712.3
"92549, Idyllwild, CA",92549,3581.8,2.221,3.387,208.6,332,5514.1
"92121, San Diego, CA",92121,3565.9,1.93,41.1515,267.6,210.3,4527.3
"94508, Angwin, CA",94508,3565.6,4.7564,11.7479,261.6,280.1,4872.9
"93285, Wofford Heights, CA",93285,3558.4,0.2346,0.5475,196.3,418.4,6014.5
"95524, Bayside, CA",95524,3548.4,1.0669,2.462,237.9,314.1,5161.1
"96035, Gerber, CA",96035,3545,0.6975,1.1334,208.4,342,5556.9
"93615, Cutler, CA",93615,3517.1,1.1043,1.8296,180.9,336.7,5644.2
"95917, Biggs, CA",95917,3516.5,0.8926,1.6364,210.4,329.3,5383.1
"93222, Pine Mountain Club, CA",93222,3472.6,1.2993,2.0788,245.1,311.6,5087.7
"95365, Planada, CA",95365,3430,0.5833,1.4487,181.1,330.7,5495.7
"93256, Pixley, CA",93256,3411.9,3.2172,0.711,170.8,323.8,5489.8
"92590, Temecula, CA",92590,3405.7,1.9516,6.8305,259.2,264.8,4604.1
"95458, Lucerne, CA",95458,3385.6,2.3069,1.237,175.8,374.7,5577.3
"95690, Walnut Grove, CA",95690,3345.4,1.1752,4.7374,225.6,304.7,4960.4
"94511, Bethel Island, CA",94511,3334.5,2.0824,2.8633,212.7,342.1,5204.1
"92256, Morongo Valley, CA",92256,3329.4,1.3992,1.4815,211.8,318.5,5041.6
"95542, Garberville, CA",95542,3322.7,1.1006,1.6319,188.5,338.3,5276
"95669, Plymouth, CA",95669,3315.7,14.1739,1.5232,223.8,301.6,4886.9
"95638, Herald, CA",95638,3301.4,1.3709,3.9223,245.2,259.2,4532.1
"93271, Three Rivers, CA",93271,3281.6,0.4684,2.0141,225.5,296.7,4759.2
"92676, Silverado, CA",92676,3276.4,0.221,2.4309,266.9,237.2,4166.4
"93523, Edwards, CA",93523,3269.2,6.9675,4.1436,189.8,263.6,4835.5
"90010, Los Angeles, CA",90010,3262,5.164,44.2588,196.8,246.8,4911.4
"95464, Nice, CA",95464,3204.8,1.635,1.5682,169.9,336,5214.2
"96137, Westwood, CA",96137,3181.7,0.2804,0.7944,215,305,4776
"95329, La Grange, CA",95329,3133.1,0.8415,1.7715,205.3,281.8,4633.5
"95703, Applegate, CA",95703,3113.1,0.5451,1.338,228.7,261.3,4302.8
"95461, Middletown, CA",95461,3104.2,0.6457,1.3721,195.4,278.3,4597.9
"95962, Oregon House, CA",95962,3097.4,0.8408,2.5223,236.9,246.8,4188.6
"93242, Laton, CA",93242,3048.5,0.3029,1.1567,188.7,271.7,4591.6
"96143, Kings Beach, CA",96143,3029,0.5485,0.4114,177.5,261.5,4502.3
"93651, Prather, CA",93651,3021.1,0.5832,1.7945,214.1,254.2,4252.8
"95641, Isleton, CA",95641,3009.6,1.0946,4.641,172,315.9,4859.3
"92372, Pinon Hills, CA",92372,2968.5,0.8006,2.7497,186.8,275.1,4490.4
"95223, Arnold, CA",95223,2940.3,0.5371,1.6649,185.9,280.2,4432.5
"95245, Mokelumne Hill, CA",95245,2923.8,0.5848,1.3645,178.5,285,4526.2
"95460, Mendocino, CA",95460,2890.9,0.6757,0.9572,184.2,277.5,4330.7
"95426, Cobb, CA",95426,2884.3,0.9625,0.9119,181.9,264.4,4309.6
"95113, San Jose, CA",95113,2850.3,6.1028,35.5996,192.1,194.4,3834.6
"91962, Pine Valley, CA",91962,2845.9,0.6616,1.465,183.4,253.4,4182.3
