Name,FIPS,"Entertainment ($000), 2017","% Black Population, 2017","% Asian Population, 2017","Social, recreation, health club membership ($000), 2017","Prescription drugs ($000), 2017","Healthcare ($000), 2017"
"92673, San Clemente, CA",92673,49150.5,0.7372,5.5552,4262.2,3233.9,60119.3
"91405, Van Nuys, CA",91405,49093.9,5.4289,9.1039,2811,4253.1,74193.8
"94903, San Rafael, CA",94903,49083.3,1.9224,8.8782,3930.3,3762.7,64568.8
"92084, Vista, CA",92084,49065.5,2.9757,4.1153,3166.7,4153.3,71444.5
"91350, Santa Clarita, CA",91350,49024.8,2.6564,9.5607,3849.4,3338.8,62511.2
"90291, Venice, CA",90291,48990.8,5.5469,5.4364,3727.8,3419.8,62761.5
"90022, Los Angeles, CA",90022,48943.2,0.6186,1.613,2614.5,4718.7,77998.3
"92629, Dana Point, CA",92629,48911.9,0.9988,4.0487,3952.4,3632.8,63227.6
"91913, Chula Vista, CA",91913,48810.8,6.1046,29.6007,3437.7,3132.8,64700.6
"94303, Palo Alto, CA",94303,48782.4,9.9103,22.4958,3756.3,3265.5,63535
"91761, Ontario, CA",91761,48771,7.5217,7.9363,3074.5,3841.6,70025.2
"93291, Visalia, CA",93291,48718.1,2.1741,7.6123,3189.5,3869.3,69178.2
"90044, Los Angeles, CA",90044,48708.7,37.3884,0.5852,2211.4,4507.9,76577.8
"92211, Palm Desert, CA",92211,48630.3,1.9279,3.7737,3515.1,4581.8,70936.4
"91702, Azusa, CA",91702,48432.5,2.8949,8.9594,3034.1,3971.7,70891.8
"92407, San Bernardino, CA",92407,48381.8,13.2028,4.9617,2885.5,3965.7,70631.7
"91406, Van Nuys, CA",91406,48380.6,5.2303,8.9063,3030,3953.5,70117.2
"95111, San Jose, CA",95111,48336.2,3.6811,37.6626,3047.4,3535,70903.9
"92392, Victorville, CA",92392,48311.2,14.7083,5.4656,2900,3920.4,70451.5
"93021, Moorpark, CA",93021,48166.7,1.5061,6.7,3854.2,3283.6,61072.7
"95336, Manteca, CA",95336,48086.5,3.51,6.1635,3029.3,4132.1,71008.9
"92507, Riverside, CA",92507,48033.1,10.6646,15.8946,2742.3,3901.7,70657.9
"91387, Canyon Country, CA",91387,47990.2,6.6274,11.2378,3482.8,3377.4,63668.5
"95843, Antelope, CA",95843,47919.3,9.1638,16.1329,3126.8,3530.1,67163
"92065, Ramona, CA",92065,47854.6,1.1236,2.2473,3561.3,3664.5,64395.8
"90068, Los Angeles, CA",90068,47832.5,4.5369,7.5643,3749.5,3318,60668
"92114, San Diego, CA",92114,47779.6,23.8147,25.9225,2683.1,3835,71882.3
"92545, Hemet, CA",92545,47731.4,6.6397,5.0838,2758.6,4888.7,76229.8
"92584, Menifee, CA",92584,47671.4,6.0762,8.5397,3255.7,3633,66237.8
"92373, Redlands, CA",92373,47648.7,3.7097,10.1102,3575,3599,63689.8
"93940, Monterey, CA",93940,47615.2,2.2756,8.8278,3341.4,3774.6,65777.6
"92530, Lake Elsinore, CA",92530,47598.1,4.2014,3.3873,2908.5,3967,69767.4
"90274, Palos Verdes Peninsula, CA",90274,47569.2,1.3617,21.7318,4373.2,3167,58103.4
"90745, Carson, CA",90745,47568.3,7.3168,40.7723,3007.3,3629.9,70427
"94043, Mountain View, CA",94043,47561.9,3.1354,30.8564,3754.2,3013.1,60360.4
"90069, West Hollywood, CA",90069,47533.4,2.9702,6.7468,3739,3323.6,59981.4
"91789, Walnut, CA",91789,47516.5,2.5732,63.4099,3501,2979.4,65145.7
"92557, Moreno Valley, CA",92557,47323.9,18.4882,6.4318,2952.1,3752,67653.4
"90065, Los Angeles, CA",90065,47306,1.8939,16.915,3135.9,3782.6,67861.9
"94002, Belmont, CA",94002,47302.6,1.5657,24.7113,3976.9,3061.3,59058.5
"95835, Sacramento, CA",95835,47263,13.3721,29.6073,3258.9,3031.1,62498.1
"90620, Buena Park, CA",90620,47125.9,3.5824,28.6866,3167.3,3581.7,67286.6
"95148, San Jose, CA",95148,47046,3.2538,59.331,3608.2,2705.4,61318.4
"92116, San Diego, CA",92116,46996.7,9.2693,6.1886,2949.3,3763.4,66608.4
"92054, Oceanside, CA",92054,46966.3,4.1152,5.3132,2990.7,3935.2,67906.8
"91402, Panorama City, CA",91402,46895.2,3.0116,14.9537,2577.5,4012.3,72254.7
"91016, Monrovia, CA",91016,46889.7,6.3002,13.5392,3287.6,3594.6,64635
"91107, Pasadena, CA",91107,46864.7,5.4276,21.2245,3570,3352.7,62205.5
"95695, Woodland, CA",95695,46788.6,1.514,4.1359,3052.1,4047.8,68198
"92591, Temecula, CA",92591,46768.8,4.9051,10.7869,3227.2,3459,63956.9
"94306, Palo Alto, CA",94306,46704.3,2.2857,34.014,4021,2894.9,57485.9
"92025, Escondido, CA",92025,46632.4,2.5331,5.0448,3006.9,3886.6,67504.9
"95661, Roseville, CA",95661,46604.3,2.0421,8.4357,3435.1,3607.7,63099.7
"92879, Corona, CA",92879,46481.8,7.6749,11.103,2974.9,3615.6,66146.4
"91941, La Mesa, CA",91941,46471.6,8.2553,6.5753,3297.4,3682.5,64025.1
"91326, Porter Ranch, CA",91326,46467.7,3.3694,31.4744,3757.8,3140.9,60321.5
"91750, La Verne, CA",91750,46367.7,3.5014,9.0448,3409.1,3718.2,63930.9
"91505, Burbank, CA",91505,46313.9,2.8814,11.7647,3324.5,3444.6,62284.2
"94133, San Francisco, CA",94133,45978.7,1.923,54.2458,3186.3,3317.4,64548.9
"95828, Sacramento, CA",95828,45842.5,14.9972,35.7039,2519.5,3781.7,71033
"95826, Sacramento, CA",95826,45792.5,10.7704,11.6375,2747.4,3816.3,67111.4
"95240, Lodi, CA",95240,45704.8,1.0193,8.1004,2710,4144.2,69676.2
"90740, Seal Beach, CA",90740,45686.7,1.1601,11.2102,3308.5,4290.6,67077
"92324, Colton, CA",92324,45633.2,9.5644,5.8976,2530.4,4002,69668.6
"92840, Garden Grove, CA",92840,45466.1,1.6112,34.8762,2941.6,3428.5,66016.6
"95126, San Jose, CA",95126,45431.5,5.6421,15.7787,3350,3131.9,59647.9
"92675, San Juan Capistrano, CA",92675,45364.1,0.6148,3.5121,3503.2,3579.3,61148.9
"94510, Benicia, CA",94510,45302.1,5.7443,13.4978,3489.6,3257.1,59070.2
"95132, San Jose, CA",95132,45290.3,2.4986,65.2657,3358.4,2714.1,61061.3
"91770, Rosemead, CA",91770,45199.4,0.5646,61.2594,2685.7,3432.8,70390.9
"95128, San Jose, CA",95128,45179.4,4.5284,16.174,3282,3220.5,60363
"92308, Apple Valley, CA",92308,45075.8,8.3854,3.9257,2793,4152.4,67871.6
"95662, Orangevale, CA",95662,45034.7,1.4975,3.9173,3086.5,3701.1,63639.4
"92069, San Marcos, CA",92069,44897.4,2.5567,9.5698,2852.4,3669.3,65370.6
"91401, Van Nuys, CA",91401,44802.5,4.7651,5.9738,2943.2,3669.9,63810.7
"91711, Claremont, CA",91711,44790.7,5.1656,14.1787,3449,3431.1,60171.3
"94014, Daly City, CA",94014,44644.6,2.9453,53.1843,2986.9,3107.8,63801.3
"91302, Calabasas, CA",91302,44616.8,1.6762,8.4375,4045,2883,53470.8
"93030, Oxnard, CA",93030,44515.2,3.4453,8.2585,2842.6,3574.4,64064.5
"90272, Pacific Palisades, CA",90272,44503.6,0.737,6.1096,4166.8,2979.2,53193.9
"92505, Riverside, CA",92505,44500.5,6.1418,8.5175,2726.2,3633.9,64953.8
"92120, San Diego, CA",92120,44484.8,4.1088,7.8098,3294.7,3467.3,60179.3
"90501, Torrance, CA",90501,44427.3,5.3304,26.3867,2925.3,3340,63398
"91601, North Hollywood, CA",91601,44388.6,7.7083,7.7217,2747.8,3479.8,62742.1
"92107, San Diego, CA",92107,44310.3,1.4601,3.1678,3126.8,3326.3,59474.6
"92243, El Centro, CA",92243,44296.6,2.2047,2.3042,2655.1,3989.9,66760
"90035, Los Angeles, CA",90035,44290,9.4714,7.1502,3282.2,3250.7,58227.5
"93555, Ridgecrest, CA",93555,44273.2,3.4991,4.8686,2942.5,3679,63067.9
"90048, Los Angeles, CA",90048,44222,3.3044,8.3283,3467.9,3085.9,56232.7
"95207, Stockton, CA",95207,44169.8,12.1287,17.2049,2446.4,3944.7,68118.9
"94555, Fremont, CA",94555,44054.2,3.3581,66.4726,3396.8,2357.7,56620
"90064, Los Angeles, CA",90064,43878.7,2.6392,18.5189,3531.7,3047.2,56539.7
"91732, El Monte, CA",91732,43810.5,0.7899,26.3918,2539.4,3632.1,67575.2
"91104, Pasadena, CA",91104,43791.1,11.166,8.1868,3094.1,3385.1,59908.9
"91001, Altadena, CA",91001,43777.1,26.8579,5.5601,3153.7,3241.1,57877.2
"93619, Clovis, CA",93619,43771.4,2.1115,13.6207,3480.6,2976.8,55992.1
"95472, Sebastopol, CA",95472,43748.4,1.0873,2.0648,3153.2,3660.6,60782
"95118, San Jose, CA",95118,43641.7,2.4687,15.285,3293.8,3132.9,57882
"92404, San Bernardino, CA",92404,43486.9,16.1192,3.6014,2355.9,4003.7,67236.3
"92374, Redlands, CA",92374,43371.4,6.3942,9.1611,2936.9,3460.2,61060.3
"93420, Arroyo Grande, CA",93420,43369.4,0.7465,4.0586,3129.5,3651.6,60899.8
"91773, San Dimas, CA",91773,43278.5,3.3961,11.8895,3238.2,3329.5,58682
"91306, Winnetka, CA",91306,43209.2,4.5527,18.9478,2762.8,3430.9,62495.9
"91739, Rancho Cucamonga, CA",91739,43070.5,10.385,18.414,3320.8,2672.8,54315.1
"96001, Redding, CA",96001,43069.6,1.4271,2.6963,2803.3,3889.9,63554.8
"95926, Chico, CA",95926,43043.9,2.4119,4.9311,2569.5,3708.7,62764.3
"95209, Stockton, CA",95209,43025.1,10.9626,26.893,2873.6,3200.1,60399.9
"94402, San Mateo, CA",94402,42998.3,1.269,23.4947,3635.6,2863.4,54126.6
"95382, Turlock, CA",95382,42988.9,1.7055,8.583,2902.3,3435.2,60531
"91605, North Hollywood, CA",91605,42988.5,3.4419,10.0139,2494.6,3703.2,65133
"91748, Rowland Heights, CA",91748,42935,1.5917,60.4629,2831.7,2965.7,63256.4
"91950, National City, CA",91950,42854.7,5.3756,19.9868,2372.6,3752.6,66822.2
"95409, Santa Rosa, CA",95409,42738.8,2.1583,4.9216,3017.8,3793,61183
"92307, Apple Valley, CA",92307,42685.6,9.1986,3.4629,2759,3707.8,62223.3
"91325, Northridge, CA",91325,42658.9,7.0221,18.1318,2942.5,3274.8,59364.3
"94024, Los Altos, CA",94024,42593.2,0.5933,29.0414,4017.6,2591.3,50567.3
"95682, Shingle Springs, CA",95682,42571.2,0.8594,3.1097,3176.8,3342.9,57618.9
"95691, West Sacramento, CA",95691,42528.2,5.5208,14.5861,2802.4,3292.1,59906.2
"93422, Atascadero, CA",93422,42509.5,1.7733,3.2991,2919,3450.7,59465.7
"95822, Sacramento, CA",95822,42485.3,17.4475,23.329,2462.2,3721.4,65275.1
"94561, Oakley, CA",94561,42481.6,7.4666,7.4975,3004.2,3110.9,57382.7
"94531, Antioch, CA",94531,42475.6,22.373,19.9281,2982.6,2788.6,55911.9
"91606, North Hollywood, CA",91606,42432.2,3.6803,5.9222,2473.5,3750.1,64083.4
"91764, Ontario, CA",91764,42354,7.4631,5.4168,2402.7,3574.5,63697.3
"92508, Riverside, CA",92508,42294.4,9.1612,12.294,3149.8,2831.4,54756.9
"95821, Sacramento, CA",95821,42287.4,9.2775,6.1424,2525.9,3859.1,63756.1
"91214, La Crescenta, CA",91214,42185.5,0.6517,29.2575,3244.9,2968.8,56093.5
"90230, Culver City, CA",90230,42114.9,10.5265,15.904,2986.4,3185.1,57637.9
"95603, Auburn, CA",95603,42101.8,0.8662,2.5412,2910.8,3674.5,60191.6
"94401, San Mateo, CA",94401,42084.4,3.2314,22.4497,2951.9,3100.2,57905.6
"95206, Stockton, CA",95206,42049,14.1257,20.2917,2240.1,3517.9,65091.9
"91364, Woodland Hills, CA",91364,42027,3.9477,7.0989,3416.8,3041.3,53904
"92663, Newport Beach, CA",92663,41967.1,1.0265,5.238,3486,2890.5,52068.6
"95928, Chico, CA",95928,41865.6,1.721,4.9677,2596.8,3546.7,60505.6
"93401, San Luis Obispo, CA",93401,41707.6,1.09,5.1441,2901.6,3329.9,57228.2
"91206, Glendale, CA",91206,41561.7,1.5645,20.1561,2892.3,3311.5,58836.4
"90210, Beverly Hills, CA",90210,41552.1,1.7335,6.6466,3866.1,2855.6,50187
"93292, Visalia, CA",93292,41491.5,2.1791,4.5263,2616.9,3494,60570.7
"91790, West Covina, CA",91790,41455.4,3.78,19.6238,2653.7,3325.4,60496.2
"90241, Downey, CA",90241,41422.3,3.3476,7.3926,2644.6,3445.7,60360.6
"95973, Chico, CA",95973,41390.6,1.4867,3.8387,2654.1,3562.4,60397.9
"92707, Santa Ana, CA",92707,41384.7,1.3984,8.0699,2596.7,3252.7,59873.4
"90006, Los Angeles, CA",90006,41380.5,3.6439,19.7573,2009.3,3763.2,67360.2
"91607, Valley Village, CA",91607,41350.6,5.4985,6.37,2873.7,3206.5,56749.8
"95833, Sacramento, CA",95833,41336.4,15.0915,12.5599,2482.2,3216.1,59416.1
"92008, Carlsbad, CA",92008,41299.7,1.5696,5.2446,2959.3,3257.7,56644.4
"93105, Santa Barbara, CA",93105,41281.5,1.2156,4.219,3273,3174.6,54199.1
"90807, Long Beach, CA",90807,41264.2,16.5491,19.4887,2844.9,3050.7,56246.9
"95757, Elk Grove, CA",95757,41249.9,13.5318,38.566,2884.8,2492.8,54462.9
"93001, Ventura, CA",93001,41179.6,1.4104,2.108,2797.4,3421.2,58023.8
"92703, Santa Ana, CA",92703,41084.9,1.5688,17.3372,2431.1,3350.7,62268.6
"91316, Encino, CA",91316,40938.6,3.6506,6.776,2897.2,3365.7,57347.4
"92831, Fullerton, CA",92831,40886.1,3.0838,18.4116,2789,3046.8,56488.7
"94506, Danville, CA",94506,40826,1.708,29.217,3797.8,2296.6,47266.5
"94102, San Francisco, CA",94102,40606.3,12.4283,27.7197,2274.8,3459.1,61045.4
"92058, Oceanside, CA",92058,40572.8,7.6793,6.5232,2406.7,3131.9,58485.5
"91301, Agoura Hills, CA",91301,40551.6,1.3865,8.2595,3492.9,2723.8,50102
"92604, Irvine, CA",92604,40495.5,1.6001,34.2566,3045.3,2851.2,54193.8
"94518, Concord, CA",94518,40489.3,3.4934,14.8871,2952.9,3047,54858.4
"90504, Torrance, CA",90504,40479.2,3.9529,40.1482,2727.2,2952.4,57700.1
"94602, Oakland, CA",94602,40473,16.8801,25.8206,2939.2,2839.6,53890.2
"95401, Santa Rosa, CA",95401,40463.8,2.942,5.1042,2542.8,3500.3,59417.8
"92883, Corona, CA",92883,40453.6,6.8497,11.6794,3066.4,2783.7,52690.6
"95864, Sacramento, CA",95864,40427.9,3.9063,6.8391,3151.8,3123.7,53797.3
"95361, Oakdale, CA",95361,40410.8,0.67,2.4425,2738.2,3403.2,57749.4
"91784, Upland, CA",91784,40346.7,4.0208,13.4172,3296.5,2861.5,51964.1
"90604, Whittier, CA",90604,40314.6,1.8183,5.7474,2647.6,3313.8,57978.8
"91767, Pomona, CA",91767,40166.2,9.2857,7.575,2346.2,3459.8,60295.4
"93313, Bakersfield, CA",93313,40135.4,7.7452,12.2766,2502.2,3103.1,57962.1
"95993, Yuba City, CA",95993,39944.2,2.2328,26.8537,2684.2,3173.1,57383.4
"94530, El Cerrito, CA",94530,39906.7,8.3644,30.2928,2910.2,2893.4,54234.7
"93036, Oxnard, CA",93036,39820.8,2.9507,6.6802,2645,3169.4,56537.4
"94103, San Francisco, CA",94103,39806.6,9.897,27.4691,2675.4,2929,54419.1
"91356, Tarzana, CA",91356,39718,4.3613,7.2712,3056.2,3054.8,53246.7
"94578, San Leandro, CA",94578,39689.6,18.6207,25.2619,2303,3104.4,58476.7
"90242, Downey, CA",90242,39641.5,5.3099,7.4139,2403.5,3280.1,58260.9
"93004, Ventura, CA",93004,39600.6,1.5744,4.1641,2910.5,3110,53684.5
"95380, Turlock, CA",95380,39518.2,1.4433,4.3481,2310.6,3604.2,60263.7
"90020, Los Angeles, CA",90020,39486.4,5.5237,50.83,2080.1,2958.3,61703.2
"91354, Valencia, CA",91354,39423.7,3.3596,17.2967,3083.9,2551.7,49898.9
"91321, Newhall, CA",91321,39332.2,3.1062,7.7495,2681.4,3199.4,55807.1
"91007, Arcadia, CA",91007,39263.7,1.3519,61.252,2812.4,2672.6,54933.3
"93561, Tehachapi, CA",93561,39237.2,1.4746,1.882,2557.8,3468.7,57563.8
"92806, Anaheim, CA",92806,39084.7,2.6841,14.0501,2541.4,3079.5,55969.2
"90713, Lakewood, CA",90713,39072.8,4.6335,12.1926,2816,2947.9,53109.1
"95991, Yuba City, CA",95991,38986.5,2.9591,10.6113,2262.6,3492.9,59519.3
"91205, Glendale, CA",91205,38935.4,1.6053,16.6417,2207.4,3549,60581.1
"92124, San Diego, CA",92124,38933.9,7.1116,12.4218,2798.6,2699.1,51447.9
"90723, Paramount, CA",90723,38826,11.7322,4.8517,2107.7,3356.3,59254.4
"95356, Modesto, CA",95356,38809.6,4.0763,12.4615,2662.1,3101.2,54741.8
"95618, Davis, CA",95618,38652.6,2.6672,24.5871,2994.3,2540.3,49230.8
"92653, Laguna Hills, CA",92653,38629.2,1.4244,14.4638,3050.7,2807.6,50830.4
"91006, Arcadia, CA",91006,38616.9,1.0536,55.8201,2933.2,2546.5,52578.4
"92694, Ladera Ranch, CA",92694,38607.8,1.5487,14.1037,3427.9,2117.9,44477.3
"90804, Long Beach, CA",90804,38494.3,14.1975,17.0486,2195.5,3041.2,56249.5
"93035, Oxnard, CA",93035,38491,3.2876,6.7585,2817.3,2968,52140.3
"90039, Los Angeles, CA",90039,38488.9,2.2921,20.1156,2728,2897.4,52869
"95003, Aptos, CA",95003,38479.5,1.0252,4.3142,2971.7,2997.9,51296.4
"90262, Lynwood, CA",90262,38466.3,9.9217,1.1187,2080.9,3358.2,58946.4
"94601, Oakland, CA",94601,38426.5,17.6387,20.9001,2030.5,3198.5,58844.4
"95116, San Jose, CA",95116,38396.5,2.6155,26.6028,2247.7,3058.1,58075.1
"92011, Carlsbad, CA",92011,38389.1,1.2468,10.0338,3104.9,2763.5,49485.4
"90032, Los Angeles, CA",90032,38386,2.2711,12.7118,2219.9,3417.1,59199.5
"92262, Palm Springs, CA",92262,38353.8,6.3644,4.7679,2460,3558.6,56909.5
"95492, Windsor, CA",95492,38341.5,1.164,3.482,2749.6,3022,52735
"92570, Perris, CA",92570,38337.1,8.0272,2.3068,2191.2,3459.6,58918.7
"94605, Oakland, CA",94605,38324,50.4588,8.7762,2198.7,2972.5,53929.2
"95746, Granite Bay, CA",95746,38275.2,0.9637,8.38,3340.3,2598.9,47250.5
"95219, Stockton, CA",95219,38246.1,9.4877,22.9349,2758.6,2702.6,51229.3
"93304, Bakersfield, CA",93304,38214.3,12.0539,3.5945,2001.9,3545.7,59829.5
"91780, Temple City, CA",91780,38179.7,0.7995,56.2713,2521.2,2803.9,56188.5
"94596, Walnut Creek, CA",94596,38143.3,2.3331,13.1825,2956,2707.7,49584.7
"95117, San Jose, CA",95117,38053,5.81,23.8368,2644.1,2666.4,51900.2
"92395, Victorville, CA",92395,37950.2,12.9914,4.4063,2117.6,3521.3,58620.8
"94590, Vallejo, CA",94590,37905.2,24.0668,14.6838,2098.5,3256,56917
"95677, Rocklin, CA",95677,37767.3,1.4443,6.3184,2739.2,2977.4,51627.3
"90744, Wilmington, CA",90744,37698.9,3.4516,3.8755,2093.1,3400.8,58252.9
"94520, Concord, CA",94520,37696.4,5.0031,10.516,2214.6,3137.5,55931
"95825, Sacramento, CA",95825,37604.5,12.82,10.1258,2112.7,3335,56551.4
"95969, Paradise, CA",95969,37523.7,0.4728,1.5797,2246.7,3844.9,59103.2
"91403, Sherman Oaks, CA",91403,37519,4.9907,8.0576,2942.3,2667.1,48278.6
"90601, Whittier, CA",90601,37518.9,1.4166,6.5267,2599.4,2976.2,52397.6
"92782, Tustin, CA",92782,37490.4,1.7429,35.9536,3052.7,2229.7,46696.8
"92881, Corona, CA",92881,37432.8,6.1501,11.9766,2963.5,2451.8,47328.4
"90247, Gardena, CA",90247,37407.7,17.7693,27.9687,2035.8,3075.3,58244.9
"92835, Fullerton, CA",92835,37393,1.9212,23.5209,2949.8,2636.5,48668.3
"90254, Hermosa Beach, CA",90254,37375.6,1.4347,6.61,3164.8,2390.5,45260.9
"94597, Walnut Creek, CA",94597,37349.4,2.5079,17.2838,2838.3,2571.5,48352.8
"91791, West Covina, CA",91791,37283.8,4.0456,24.2009,2615.8,2827.6,52103.5
"93612, Clovis, CA",93612,37239.6,3.6932,9.6444,2063.9,3442.2,57705.6
"95407, Santa Rosa, CA",95407,37219.3,3.8048,6.9465,2259.8,3039.8,54302.1
"92595, Wildomar, CA",92595,37209.7,3.8175,6.2245,2584.7,2949.3,51988.3
"92203, Indio, CA",92203,37154.3,2.5666,4.1576,2634.3,2938.5,51225.2
"95307, Ceres, CA",95307,37136.8,2.3275,7.4584,2158.6,3270.2,56553.7
"92081, Vista, CA",92081,37032.5,3.8989,8.6897,2438.5,3025.8,52830.3
"92571, Perris, CA",92571,37008.2,13.0041,4.9138,2038.5,3030,55653.5
"91352, Sun Valley, CA",91352,36984,1.6876,7.1967,2298.8,3179.6,55194.7
"96002, Redding, CA",96002,36955,1.4014,5.5817,2269.7,3421.5,56174.8
"95242, Lodi, CA",95242,36953.1,0.9778,8.3042,2649.2,2995.1,51539.1
"93101, Santa Barbara, CA",93101,36904.6,2.2807,3.7414,2398,2950,51559.6
"95122, San Jose, CA",95122,36775.6,2.5137,32.2435,2159.9,2798.8,55518.4
"90605, Whittier, CA",90605,36742.3,1.2784,3.939,2481.3,2979.6,52218.6
"91351, Canyon Country, CA",91351,36656.5,3.599,8.368,2552.4,2777.7,50494.1
"92311, Barstow, CA",92311,36639.6,10.617,4.4201,2144,3281.3,55183.2
"94804, Richmond, CA",94804,36553.2,31.5317,11.8265,2036.3,2991.9,53803.8
"93454, Santa Maria, CA",93454,36487.4,2.0681,5.3296,2256,3216.1,54497.1
"92220, Banning, CA",92220,36233.3,7.2117,5.8793,2050.9,3764.9,58477.6
"92119, San Diego, CA",92119,36180.6,4.2506,6.836,2554.1,2948.6,50166.5
"90712, Lakewood, CA",90712,36143.5,11.0627,17.2072,2460,2764.2,50204
"95340, Merced, CA",95340,36052.7,4.4986,9.6174,2271.7,3096.5,52737
"92102, San Diego, CA",92102,35908.4,11.1749,6.8884,1980.7,3070.4,53949.6
"90028, Los Angeles, CA",90028,35905.1,7.4593,10.0674,1947.5,3126.6,53802.8
"93726, Fresno, CA",93726,35760.4,8.2777,13.5937,1843,3333.7,56471.2
"95370, Sonora, CA",95370,35739.1,0.4145,1.7798,2316.8,3357.3,53704.4
"90005, Los Angeles, CA",90005,35727,4.8053,36.0621,1886,2897.4,55983.7
"93314, Bakersfield, CA",93314,35717.2,2.6763,5.5116,2813,2430,45577.7
"94947, Novato, CA",94947,35681.3,2.4673,7.1929,2789.3,2695.2,47168.1
"90018, Los Angeles, CA",90018,35643.5,31.2416,4.7921,1751.3,3240.9,55553.9
"92270, Rancho Mirage, CA",92270,35638.5,1.7705,4.5526,2751.2,3173.3,49826.3
"96150, South Lake Tahoe, CA",96150,35595.1,0.8921,5.5388,2234.3,3105.1,52252.5
"92110, San Diego, CA",92110,35535.8,4.4536,6.3797,2444.8,2826.7,49024.3
"91030, South Pasadena, CA",91030,35531.2,2.9941,34.283,2755.1,2340.9,46129.1
"93905, Salinas, CA",93905,35527.4,1.1476,2.9356,1950.4,3058.8,54588.4
"94595, Walnut Creek, CA",94595,35465.5,1.0746,9.8647,2619.9,3388.3,51846.5
"93458, Santa Maria, CA",93458,35361.9,1.8803,5.294,2007.6,3044.8,53788
"94134, San Francisco, CA",94134,35357.9,8.4709,58.8934,2247.1,2519,52050.2
"90016, Los Angeles, CA",90016,35357.3,37.3486,3.6345,1712.6,3183.4,54754.1
"92614, Irvine, CA",92614,35319.2,1.9159,37.9033,2715.3,2219.1,45477.1
"92602, Irvine, CA",92602,35294.8,1.8964,50.4105,2947.8,1829.3,42530.1
"94608, Emeryville, CA",94608,35149.5,36.2476,17.2269,2080.2,2608.5,49271.5
"93534, Lancaster, CA",93534,35105.4,21.639,4.3049,1907.3,3185.3,53593.1
"94606, Oakland, CA",94606,35079,18.2115,45.5489,1860.7,2758.2,53976.7
"95377, Tracy, CA",95377,35051.1,7.4939,26.3454,2576.6,2184.2,45358.9
"95301, Atwater, CA",95301,35022.4,3.8917,6.1036,2145.5,3072.6,52416.6
"91724, Covina, CA",91724,34992.3,3.5438,14.2218,2433.5,2745.6,48985.6
"94563, Orinda, CA",94563,34816.2,0.9385,13.9038,3266.2,2267.5,41591.8
"90813, Long Beach, CA",90813,34716.4,13.6904,15.3792,1694.2,3040.5,54635.3
"90057, Los Angeles, CA",90057,34685.1,4.4855,21.0079,1648.8,3140.7,56314.6
"91042, Tujunga, CA",91042,34635.4,1.6936,10.3148,2392.7,2791.4,48707
"91106, Pasadena, CA",91106,34626.8,7.165,22.5623,2463.3,2445.1,46519.9
"92123, San Diego, CA",92123,34607.8,9.4884,17.1684,2316.3,2512.8,47258.2
"91361, Westlake Village, CA",91361,34577.7,1.162,6.9368,2924.3,2537.2,44091.4
"90029, Los Angeles, CA",90029,34548.8,3.1794,17.9929,1850.5,3077.2,53948.5
"95966, Oroville, CA",95966,34530.7,2.6098,6.1974,2020.6,3442.9,54506.2
"91754, Monterey Park, CA",91754,34485.2,0.5451,62.4712,2239.8,2521.2,51866.5
"92555, Moreno Valley, CA",92555,34483,20.519,11.2115,2166.8,2540.8,48100.8
"95121, San Jose, CA",95121,34477.7,3.2119,56.4932,2498.4,2131.1,46825
"92264, Palm Springs, CA",92264,34454.4,2.676,5.7799,2345.5,3327.7,51313.1
"90003, Los Angeles, CA",90003,34437.3,25.1242,0.3763,1568.5,3211.3,54879.7
"94127, San Francisco, CA",94127,34428.3,3.0701,31.5792,3016.1,2183,42363.5
"91307, West Hills, CA",91307,34418.2,2.8289,14.1205,2701.4,2531.5,45486.5
"92612, Irvine, CA",92612,34411,1.7951,39.0215,2452.6,2360.1,46084.3
"92802, Anaheim, CA",92802,34387.6,2.8255,16.9711,2082,2799.7,51081
"90063, Los Angeles, CA",90063,34288.8,0.7818,1.4624,1832.7,3285.5,54540.6
"95337, Manteca, CA",95337,34266.9,4.819,11.0484,2204.5,2686.4,49018.1
"95482, Ukiah, CA",95482,34208.4,0.9184,2.9062,2058.6,3198.3,51861.6
"94022, Los Altos, CA",94022,34173.2,0.5655,28.0201,3164.5,2183.7,41285.5
"95820, Sacramento, CA",95820,34149.9,12.0236,13.2966,1905,3069.3,52500
"90037, Los Angeles, CA",90037,34055.6,21.7696,1.0512,1587.9,3203.4,54210.3
"93245, Lemoore, CA",93245,34023.3,5.933,7.6917,2100.8,2688.3,48881.7
"92603, Irvine, CA",92603,33890.4,0.9365,34.9978,2927.2,2045.6,41467.7
"94618, Oakland, CA",94618,33856.4,5.9087,12.5455,2980.8,2161,40696.4
"92843, Garden Grove, CA",92843,33811.7,1.044,44.301,2012.9,2581.5,51433.8
"94559, Napa, CA",94559,33740.4,1.0523,2.7633,2294.9,2738.2,47437.5
"93657, Sanger, CA",93657,33687.1,0.9051,5.3456,2146.3,2917.5,49726.1
"90720, Los Alamitos, CA",90720,33632.2,1.9986,14.0618,2663.1,2432.4,44048.9
"94301, Palo Alto, CA",94301,33586.1,2.0711,20.5155,3086.3,2081.9,39758.2
"95351, Modesto, CA",95351,33555.1,3.5523,7.9707,1747.8,3167,53376.8
"92887, Yorba Linda, CA",92887,33474.9,1.4386,20.5159,2911.4,2090.8,40678.5
