Name,FIPS,"% Male Population, 2017","% Female Population, 2017","Healthcare (Household Average), 2017","% Employment, Blue Collar, 2017","% Employment, White Collar, 2017","% Non-Family Population, 2017","Total Population, Median Age, 2017","% American Indian and Alaska Native Population, 2017","% White Non-Hispanic Population, 2017","% Hispanic Population, 2017","% White Population, 2017","% Black Population, 2017","% Asian Population, 2017","Median Household Income, 2017","% Education, High School, 2017","% Education, < High School, 2017","% Education Attainment, Bachelor's Degree, 2017"
"95673, Rio Linda, CA",95673,50.3407,49.6593,4736.7117,28.7689,51.3825,10.7711,36.7,1.4704,64.8296,21.2612,75.0389,2.6778,5.7322,67748,32.2524,18.5352,11.4417
"95422, Clearlake, CA",95422,50.3357,49.6643,3967.4983,23.8994,42.1384,25.9868,40.5,3.4237,62.265,24.2951,68.025,4.2763,1.4165,33066,29.3423,20.8029,4.4048
"92806, Anaheim, CA",92806,50.3286,49.6714,4492.9919,22.0593,57.8823,13.6472,33.2,0.919,24.4593,55.4476,54.176,2.6841,14.0501,74005,21.6874,23.4938,19.306
"90037, Los Angeles, CA",90037,50.3278,49.6722,3279.51,37.6922,29.4529,8.9033,29.7,1.2728,0.2539,76.6252,26.1096,21.7696,1.0512,32252,22.7967,53.8798,5.7104
"93728, Fresno, CA",93728,50.3277,49.6723,3914.6421,18.7222,48.5992,20.5108,32.7,3.4133,26.3047,58.4652,47.069,5.5837,5.0334,35789,24.1062,27.3876,7.9734
"91306, Winnetka, CA",91306,50.3125,49.6875,4525.4091,20.2897,56.3246,11.2243,35.9,0.6843,22.0746,49.2167,47.0382,4.5527,18.9478,70963,23.9932,23.0989,18.2299
"94005, Brisbane, CA",94005,50.312,49.688,4884.4114,12.9491,71.6115,22.5039,41.2,0.624,41.1856,18.4672,49.9415,1.6186,32.9368,107798,14.3479,8.0451,30.4637
"91739, Rancho Cucamonga, CA",91739,50.3109,49.6891,4916.7285,14.673,74.7455,7.6313,33.6,0.6004,31.8916,35.9154,54.364,10.385,18.414,122975,19.534,8.334,17.8076
"95631, Foresthill, CA",95631,50.3066,49.6934,5108.2444,16.0596,59.9338,13.3393,49.3,1.4805,86.9747,6.6996,91.6405,0.4935,1.1365,75702,28.7728,7.2677,17.6529
"93907, Salinas, CA",93907,50.3057,49.6943,4942.0158,22.9274,56.0161,9.6411,37.8,1.2184,37.7669,49.0164,59.7652,1.6261,7.3948,84402,24.8102,19.7616,13.7272
"92359, Mentone, CA",92359,50.3026,49.6974,4564.6877,23.0225,52.0596,14.0588,36.1,1.2751,50.9942,35.5738,70.8558,4.6899,4.4521,62798,27.3452,13.0168,11.4229
"95549, Kneeland, CA",95549,50.3012,49.6988,4964.2105,19.8697,64.8208,20.0301,49.1,2.1084,86.1446,4.6687,88.8554,0.4518,1.3554,71930,18.6508,3.7698,21.4286
"96071, Old Station, CA",96071,50.2994,49.7006,5193.1507,32,44,17.3653,56.5,7.1856,81.4371,7.1856,84.4311,0,1.1976,84615,20.4545,12.1212,6.0606
"93015, Fillmore, CA",93015,50.295,49.705,4836.8148,27.1021,47.3644,6.9184,33.3,1.2389,21.0286,75.1958,62.0079,0.547,1.137,70032,19.5075,32.8983,8.466
